13.2261 	INFO 	Loaded monitor calibration from ['2024_08_08 19:17']
13.5608 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021571473430>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000215714733D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021571473220>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002157152F940>, multiSample=False, name='window1', numSamples=2, pos=[320.0, 200.0], screen=0, size=array([1280,  800]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.5610 	EXP 	window1: backgroundImage = ''
13.5610 	EXP 	window1: backgroundFit = 'none'
13.5616 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021571473550>
13.5620 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021571473550>
13.5678 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021571473550>
13.5689 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021571473550>
13.6422 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021571473550>
13.6424 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021571473550>
13.6432 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021571473550>
13.6440 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000021571473550>
13.6615 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.6616 	EXP 	window1: recordFrameIntervals = False
13.8511 	EXP 	window1: recordFrameIntervals = True
14.0347 	EXP 	Screen (0) actual frame rate measured at 59.30Hz
14.0348 	EXP 	window1: recordFrameIntervals = False
14.0349 	EXP 	window1: mouseVisible = True
14.0582 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
17.8348 	INFO 	keyboard.Keyboard is using iohub backend.
17.8349 	INFO 	keyboard.Keyboard is using iohub backend.
17.8350 	INFO 	keyboard.Keyboard is using iohub backend.
17.8351 	EXP 	imagecondition1: status = STARTED
17.8355 	EXP 	window1: mouseVisible = True
17.9555 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.9557 	EXP 	window1: mouseVisible = True
17.9943 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
17.9944 	EXP 	window1: mouseVisible = True
17.9957 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
17.9959 	EXP 	window1: mouseVisible = True
18.0063 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0. , 0.1]), size=array([0.5, 0.3]), texRes=128.0, units='height', win=Window(...))
18.0067 	EXP 	window1: mouseVisible = True
18.0069 	EXP 	window1: mouseVisible = True
18.0077 	EXP 	window1: mouseVisible = True
18.0086 	EXP 	window1: mouseVisible = True
18.0150 	EXP 	window1: mouseVisible = True
18.0152 	EXP 	window1: mouseVisible = True
18.0160 	EXP 	window1: mouseVisible = True
18.0167 	EXP 	window1: mouseVisible = True
18.0622 	EXP 	window1: mouseVisible = True
18.0623 	EXP 	window1: mouseVisible = True
18.0631 	EXP 	window1: mouseVisible = True
18.0638 	EXP 	window1: mouseVisible = True
18.0691 	EXP 	window1: mouseVisible = True
18.0693 	EXP 	window1: mouseVisible = True
18.0701 	EXP 	window1: mouseVisible = True
18.0708 	EXP 	window1: mouseVisible = True
18.1052 	EXP 	window1: mouseVisible = True
