10.4335 	INFO 	Loaded monitor calibration from ['2024_08_08 19:17']
10.7071 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023394B75400>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023394B753A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023394B751F0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023394CC0910>, multiSample=False, name='window1', numSamples=2, pos=[320.0, 200.0], screen=0, size=array([1280,  800]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.7072 	EXP 	window1: backgroundImage = ''
10.7073 	EXP 	window1: backgroundFit = 'none'
10.7079 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023394B75520>
10.7081 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023394B75520>
10.7116 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023394B75520>
10.7126 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023394B75520>
10.7807 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023394B75520>
10.7809 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023394B75520>
10.7818 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023394B75520>
10.7826 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023394B75520>
10.8016 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.8016 	EXP 	window1: recordFrameIntervals = False
10.9784 	EXP 	window1: recordFrameIntervals = True
11.2621 	EXP 	Screen (0) actual frame rate measured at 59.15Hz
11.2621 	EXP 	window1: recordFrameIntervals = False
11.2622 	EXP 	window1: mouseVisible = True
11.2781 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
14.9076 	INFO 	keyboard.Keyboard is using iohub backend.
14.9076 	INFO 	keyboard.Keyboard is using iohub backend.
14.9077 	INFO 	keyboard.Keyboard is using iohub backend.
14.9077 	EXP 	imagecondition1: status = STARTED
14.9081 	EXP 	window1: mouseVisible = True
14.9911 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
14.9913 	EXP 	window1: mouseVisible = True
