16.3346 	INFO 	Loaded monitor calibration from ['2024_08_08 19:17']
16.6153 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6C15635E0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6C1563580>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6C15633D0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001B6C16D1AF0>, multiSample=False, name='window1', numSamples=2, pos=[320.0, 200.0], screen=0, size=array([1280,  800]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.6154 	EXP 	window1: backgroundImage = ''
16.6154 	EXP 	window1: backgroundFit = 'none'
16.6157 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6C1563700>
16.6160 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6C1563700>
16.6192 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6C1563700>
16.6202 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6C1563700>
16.6902 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6C1563700>
16.6903 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6C1563700>
16.6912 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6C1563700>
16.6919 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001B6C1563700>
16.7105 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
16.7105 	EXP 	window1: recordFrameIntervals = False
16.9020 	EXP 	window1: recordFrameIntervals = True
16.9437 	WARNING 	t of last frame was 21.98ms (=1/45)
16.9686 	WARNING 	t of last frame was 24.96ms (=1/40)
17.1550 	EXP 	Screen (0) actual frame rate measured at 59.83Hz
17.1551 	EXP 	window1: recordFrameIntervals = False
17.1552 	EXP 	window1: mouseVisible = True
17.1708 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
21.0002 	INFO 	keyboard.Keyboard is using iohub backend.
21.0002 	EXP 	wordpriming: status = STARTED
21.0007 	EXP 	window1: mouseVisible = True
21.0322 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
21.0401 	EXP 	window1: mouseVisible = True
21.0425 	EXP 	window1: mouseVisible = True
21.0427 	EXP 	window1: mouseVisible = True
21.0437 	EXP 	window1: mouseVisible = True
21.0447 	EXP 	window1: mouseVisible = True
21.0552 	EXP 	window1: mouseVisible = True
21.0553 	EXP 	window1: mouseVisible = True
21.0561 	EXP 	window1: mouseVisible = True
21.0567 	EXP 	window1: mouseVisible = True
21.0643 	EXP 	window1: mouseVisible = True
21.0644 	EXP 	window1: mouseVisible = True
21.0651 	EXP 	window1: mouseVisible = True
21.0658 	EXP 	window1: mouseVisible = True
21.0747 	EXP 	window1: mouseVisible = True
21.0748 	EXP 	window1: mouseVisible = True
21.0755 	EXP 	window1: mouseVisible = True
21.0763 	EXP 	window1: mouseVisible = True
21.0812 	EXP 	window1: mouseVisible = True
21.0859 	EXP 	window1: mouseVisible = True
21.1005 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Familiar', 'Unfamiliar'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
21.1006 	EXP 	window1: mouseVisible = True
21.1016 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
21.1018 	EXP 	window1: mouseVisible = True
21.1019 	EXP 	window1: mouseVisible = True
21.1026 	EXP 	window1: mouseVisible = True
21.1034 	EXP 	window1: mouseVisible = True
21.1086 	EXP 	window1: mouseVisible = True
21.1087 	EXP 	window1: mouseVisible = True
21.1095 	EXP 	window1: mouseVisible = True
21.1102 	EXP 	window1: mouseVisible = True
21.1355 	EXP 	window1: mouseVisible = True
21.1806 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='Click to Submit', units='height', win=Window(...), wrapWidth=1)
0.0334 	EXP 	slider: autoLog = True
0.0334 	EXP 	slider: styleTweaks = []
0.0334 	EXP 	slider: styleTweaks = []
0.0334 	EXP 	slider: styleTweaks = []
0.0334 	EXP 	slider: styleTweaks = []
0.0334 	EXP 	slider: contrast = 1.0
0.0334 	EXP 	slider: markerPos = None
0.0334 	EXP 	slider: autoLog = True
0.0334 	EXP 	textbox: autoLog = True
0.0398 	EXP 	Imported C:/Users/User/Desktop/AU/SEM5/PSY310/Experiments/study_test.xlsx as conditions, 15 conditions, 1 params
0.0402 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'study_test': 'Police', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0680 	EXP 	text: height = 0.05
0.0680 	EXP 	text: height = 0.05
0.0680 	EXP 	text: height = 0.05
0.0680 	EXP 	text: text = 'Police'
0.0680 	EXP 	slider: markerPos = None
0.0680 	EXP 	slider: markerPos = None
0.0680 	EXP 	text: autoDraw = True
0.0680 	EXP 	slider: autoDraw = True
2.3008 	DATA 	Mouse: Left button down, pos=(333,177)
2.3166 	EXP 	slider: markerPos = 1.465
2.3327 	EXP 	slider: markerPos = 1.465
2.3496 	EXP 	slider: markerPos = 1.465
2.3662 	EXP 	slider: markerPos = 1.465
2.3828 	EXP 	slider: markerPos = 1.465
2.3901 	DATA 	Mouse:  Left button up, pos=(333,177)
2.4002 	EXP 	slider: markerPos = 1.465
2.4165 	EXP 	slider: markerPos = 1.465
2.4179 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'study_test': 'Laptop', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
2.4326 	EXP 	text: autoDraw = False
2.4326 	EXP 	slider: autoDraw = False
2.4326 	EXP 	text: height = 0.05
2.4326 	EXP 	text: height = 0.05
2.4326 	EXP 	text: height = 0.05
2.4326 	EXP 	text: text = 'Laptop'
2.4326 	EXP 	slider: markerPos = None
2.4326 	EXP 	slider: markerPos = None
2.4326 	EXP 	text: autoDraw = True
2.4326 	EXP 	slider: autoDraw = True
3.4850 	DATA 	Mouse: Left button down, pos=(512,157)
3.5147 	EXP 	slider: markerPos = 2.36
3.5331 	EXP 	slider: markerPos = 2.36
3.5648 	EXP 	slider: markerPos = 2.36
3.5832 	EXP 	slider: markerPos = 2.36
3.5997 	EXP 	slider: markerPos = 2.36
3.6166 	EXP 	slider: markerPos = 2.36
3.6182 	DATA 	Mouse:  Left button up, pos=(512,157)
3.6330 	EXP 	slider: markerPos = 2.36
3.6344 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'study_test': 'T-shirt', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
3.6665 	EXP 	text: autoDraw = False
3.6665 	EXP 	slider: autoDraw = False
3.6665 	EXP 	text: height = 0.05
3.6665 	EXP 	text: height = 0.05
3.6665 	EXP 	text: height = 0.05
3.6665 	EXP 	text: text = 'T-shirt'
3.6665 	EXP 	slider: markerPos = None
3.6665 	EXP 	slider: markerPos = None
3.6665 	EXP 	text: autoDraw = True
3.6665 	EXP 	slider: autoDraw = True
4.9522 	DATA 	Mouse: Left button down, pos=(431,155)
4.9683 	EXP 	slider: markerPos = 1.955
4.9845 	EXP 	slider: markerPos = 1.955
5.0004 	EXP 	slider: markerPos = 1.955
5.0176 	EXP 	slider: markerPos = 1.955
5.0336 	EXP 	slider: markerPos = 1.955
5.0516 	EXP 	slider: markerPos = 1.955
5.0654 	EXP 	slider: markerPos = 1.955
5.0816 	EXP 	slider: markerPos = 1.955
5.0985 	EXP 	slider: markerPos = 1.955
5.0996 	DATA 	Mouse:  Left button up, pos=(431,155)
5.1156 	EXP 	slider: markerPos = 1.955
5.1171 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'study_test': 'book', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
5.1318 	EXP 	text: autoDraw = False
5.1318 	EXP 	slider: autoDraw = False
5.1318 	EXP 	text: height = 0.05
5.1318 	EXP 	text: height = 0.05
5.1318 	EXP 	text: height = 0.05
5.1318 	EXP 	text: text = 'book'
5.1318 	EXP 	slider: markerPos = None
5.1318 	EXP 	slider: markerPos = None
5.1318 	EXP 	text: autoDraw = True
5.1318 	EXP 	slider: autoDraw = True
6.1546 	DATA 	Mouse: Left button down, pos=(260,178)
6.1818 	EXP 	slider: markerPos = 1.1
6.1979 	EXP 	slider: markerPos = 1.1
6.2142 	EXP 	slider: markerPos = 1.1
6.2311 	EXP 	slider: markerPos = 1.1
6.2478 	EXP 	slider: markerPos = 1.1
6.2643 	EXP 	slider: markerPos = 1.1
6.2810 	EXP 	slider: markerPos = 1.1
6.2978 	EXP 	slider: markerPos = 1.1
6.3148 	EXP 	slider: markerPos = 1.1
6.3220 	DATA 	Mouse:  Left button up, pos=(260,178)
6.3315 	EXP 	slider: markerPos = 1.1
6.3481 	EXP 	slider: markerPos = 1.1
6.3493 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'study_test': 'cushion', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
6.3648 	EXP 	text: autoDraw = False
6.3648 	EXP 	slider: autoDraw = False
6.3648 	EXP 	text: height = 0.05
6.3648 	EXP 	text: height = 0.05
6.3648 	EXP 	text: height = 0.05
6.3648 	EXP 	text: text = 'cushion'
6.3648 	EXP 	slider: markerPos = None
6.3648 	EXP 	slider: markerPos = None
6.3648 	EXP 	text: autoDraw = True
6.3648 	EXP 	slider: autoDraw = True
7.5327 	DATA 	Mouse: Left button down, pos=(582,165)
7.5483 	EXP 	slider: markerPos = 2.71
7.5644 	EXP 	slider: markerPos = 2.71
7.5813 	EXP 	slider: markerPos = 2.71
7.5975 	EXP 	slider: markerPos = 2.71
7.6142 	EXP 	slider: markerPos = 2.71
7.6304 	EXP 	slider: markerPos = 2.71
7.6475 	EXP 	slider: markerPos = 2.71
7.6639 	EXP 	slider: markerPos = 2.71
7.6807 	EXP 	slider: markerPos = 2.71
7.6970 	EXP 	slider: markerPos = 2.71
7.7137 	EXP 	slider: markerPos = 2.71
7.7150 	DATA 	Mouse:  Left button up, pos=(582,165)
7.7313 	EXP 	slider: markerPos = 2.71
7.7326 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'study_test': 'mouse', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
7.7475 	EXP 	text: autoDraw = False
7.7475 	EXP 	slider: autoDraw = False
7.7475 	EXP 	text: height = 0.05
7.7475 	EXP 	text: height = 0.05
7.7475 	EXP 	text: height = 0.05
7.7475 	EXP 	text: text = 'mouse'
7.7475 	EXP 	slider: markerPos = None
7.7475 	EXP 	slider: markerPos = None
7.7475 	EXP 	text: autoDraw = True
7.7475 	EXP 	slider: autoDraw = True
8.6268 	DATA 	Mouse: Left button down, pos=(380,168)
8.6671 	EXP 	slider: markerPos = 1.7
8.6809 	EXP 	slider: markerPos = 1.7
8.6971 	EXP 	slider: markerPos = 1.7
8.7130 	EXP 	slider: markerPos = 1.7
8.7311 	EXP 	slider: markerPos = 1.7
8.7468 	EXP 	slider: markerPos = 1.7
8.7632 	EXP 	slider: markerPos = 1.7
8.7800 	EXP 	slider: markerPos = 1.7
8.7965 	EXP 	slider: markerPos = 1.7
8.7977 	DATA 	Mouse:  Left button up, pos=(380,168)
8.8137 	EXP 	slider: markerPos = 1.7
8.8155 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'study_test': 'Keys', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
8.8456 	EXP 	text: autoDraw = False
8.8456 	EXP 	slider: autoDraw = False
8.8456 	EXP 	text: height = 0.05
8.8456 	EXP 	text: height = 0.05
8.8456 	EXP 	text: height = 0.05
8.8456 	EXP 	text: text = 'Keys'
8.8456 	EXP 	slider: markerPos = None
8.8456 	EXP 	slider: markerPos = None
8.8456 	EXP 	text: autoDraw = True
8.8456 	EXP 	slider: autoDraw = True
9.9807 	DATA 	Mouse: Left button down, pos=(696,165)
9.9964 	EXP 	slider: markerPos = 3.2800000000000002
10.0132 	EXP 	slider: markerPos = 3.2800000000000002
10.0295 	EXP 	slider: markerPos = 3.2800000000000002
10.0461 	EXP 	slider: markerPos = 3.2800000000000002
10.0629 	EXP 	slider: markerPos = 3.2800000000000002
10.0794 	EXP 	slider: markerPos = 3.2800000000000002
10.0962 	EXP 	slider: markerPos = 3.2800000000000002
10.1130 	EXP 	slider: markerPos = 3.2800000000000002
10.1295 	EXP 	slider: markerPos = 3.2800000000000002
10.1460 	EXP 	slider: markerPos = 3.2800000000000002
10.1472 	DATA 	Mouse:  Left button up, pos=(696,165)
10.1632 	EXP 	slider: markerPos = 3.2800000000000002
10.1644 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'study_test': 'Case', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
10.1797 	EXP 	text: autoDraw = False
10.1797 	EXP 	slider: autoDraw = False
10.1797 	EXP 	text: height = 0.05
10.1797 	EXP 	text: height = 0.05
10.1797 	EXP 	text: height = 0.05
10.1797 	EXP 	text: text = 'Case'
10.1797 	EXP 	slider: markerPos = None
10.1797 	EXP 	slider: markerPos = None
10.1797 	EXP 	text: autoDraw = True
10.1797 	EXP 	slider: autoDraw = True
11.1139 	DATA 	Mouse: Left button down, pos=(326,166)
11.1293 	EXP 	slider: markerPos = 1.43
11.1456 	EXP 	slider: markerPos = 1.43
11.1624 	EXP 	slider: markerPos = 1.43
11.1793 	EXP 	slider: markerPos = 1.43
11.1956 	EXP 	slider: markerPos = 1.43
11.2122 	EXP 	slider: markerPos = 1.43
11.2287 	EXP 	slider: markerPos = 1.43
11.2453 	EXP 	slider: markerPos = 1.43
11.2623 	EXP 	slider: markerPos = 1.43
11.2787 	EXP 	slider: markerPos = 1.43
11.2860 	DATA 	Mouse:  Left button up, pos=(326,166)
11.2965 	EXP 	slider: markerPos = 1.43
11.3129 	EXP 	slider: markerPos = 1.43
11.3139 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'study_test': 'Cruise', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
11.3294 	EXP 	text: autoDraw = False
11.3294 	EXP 	slider: autoDraw = False
11.3294 	EXP 	text: height = 0.05
11.3294 	EXP 	text: height = 0.05
11.3294 	EXP 	text: height = 0.05
11.3294 	EXP 	text: text = 'Cruise'
11.3294 	EXP 	slider: markerPos = None
11.3294 	EXP 	slider: markerPos = None
11.3294 	EXP 	text: autoDraw = True
