staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
71,0.5,3.0,74.06969420006499,,74.05383270001039,74.06969420006499,74.55354360025376,74.55354360025376,74.5703622000292,74.8529711002484,75.0713363001123,left,-3.0,1,1,0.5165056996047497,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
72,0.5,3.0,75.08652130002156,,75.07151810033247,75.08652130002156,75.58540010033175,75.58540010033175,75.60268829995766,75.88492579990998,76.15304830018431,right,3.0,0,0,0.5586463999934494,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
73,0.5,3.5,76.1684636999853,,76.15323700010777,76.1684636999853,76.66841759998351,76.66841759998351,76.66841759998351,76.96807580022141,77.23522259993479,left,-3.5,0,0,0.5497367000207305,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
74,0.5,4.0,77.25138760032132,,77.23539829999208,77.25138760032132,77.73485080013052,77.73485080013052,77.75193489994854,78.03447999991477,78.26881449995562,right,4.0,1,1,0.5325617999769747,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
75,0.5,4.0,78.28483870020136,,78.26900049997494,78.28483870020136,78.76777420006692,78.76777420006692,78.78483980009332,79.06701700016856,79.28529229993,right,4.0,1,1,0.49970419984310865,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
76,0.5,4.0,79.30060600023717,,79.28546989988536,79.30060600023717,79.78478999994695,79.78478999994695,79.80053080013022,80.08317010011524,80.3337465999648,left,-4.0,1,1,0.5342791001312435,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
77,0.5,3.5,80.34987060027197,,80.33396349987015,80.34987060027197,80.83288310002536,80.83288310002536,80.84985140012577,81.1328835003078,81.30158430011943,left,-3.5,1,1,0.46734820026904345,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
78,0.5,3.5,81.31654669996351,,81.30176520021632,81.31654669996351,81.8001423003152,81.8001423003152,81.81663540005684,82.0990467001684,82.24994320003316,right,3.5,1,1,0.435704099945724,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
79,0.5,3.5,82.26607319992036,,82.25011500017717,82.26607319992036,82.74943820014596,82.74943820014596,82.7655084002763,83.04865710018203,83.1497496003285,left,-3.5,0,0,0.3864446999505162,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
80,0.5,4.0,83.16577630024403,,83.14992640027776,83.16577630024403,83.64890599995852,83.64890599995852,83.66731650009751,83.94838090008125,84.18275960022584,left,-4.0,1,1,0.5300483000464737,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
81,0.5,4.0,84.19889840018004,,84.18295600032434,84.19889840018004,84.69795700022951,84.69795700022951,84.71486350009218,84.99776390008628,85.16553919995204,left,-4.0,1,1,0.46619509998708963,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
82,0.5,4.0,85.18205420020968,,85.16573040001094,85.18205420020968,85.66473220009357,85.66473220009357,85.68205270031467,85.96425369987264,86.13243400026113,left,-4.0,1,1,0.45843249978497624,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
83,0.5,3.5,86.14901470020413,,86.13264140021056,86.14901470020413,86.6481157001108,86.6481157001108,86.6481157001108,86.94728090008721,87.08151550032198,left,-3.5,1,1,0.4292035000398755,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
