thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,Instructions.stopped,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,date,expName,psychopyVersion,frameRate,expStart,
12,0,12,[-0.40375],[-0.45125],[1],[0],[0],[4.733158099999855],['target'],12,0,12,0,39.45869610000227,,,,,5,39.44305010000244,39.45869610000227,39.45869610000227,0.01494299999831128,44.17660900000192,[-0.40375],[-0.45125],[1],[0],[0],[4.733158099999855],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
13,0,13,[-0.4925],[0.39875],[1],[0],[0],[3.3991091000025335],['target'],13,0,13,0,44.20767390000037,,,,,5,44.1912811000002,44.20767390000037,44.20767390000037,0.01451219999944442,47.59078900000168,[-0.4925],[0.39875],[1],[0],[0],[3.3991091000025335],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
14,0,14,[-0.49625],[-0.02375],[1],[0],[0],[2.003641300001618],['target'],14,0,14,0,47.622402100001636,,,,,5,47.60334150000199,47.622402100001636,47.622402100001636,0.012388900002406444,49.607384200000524,[-0.49625],[-0.02375],[1],[0],[0],[2.003641300001618],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
15,0,15,[-0.40625],[-0.45875],[1],[0],[0],[3.837024799999199],['target'],15,0,15,0,49.64829910000117,,,,,10,49.63412690000041,49.64829910000117,49.64829910000117,0.026577199998428114,53.471599700002116,[-0.40625],[-0.45875],[1],[0],[0],[3.837024799999199],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
16,0,16,[0.4175],[-0.0675],[1],[0],[0],[2.3745294000000285],['target'],16,0,16,0,53.50867830000061,,,,,10,53.49610500000199,53.50867830000061,53.50867830000061,0.024282999998831656,55.870938600000954,[0.4175],[-0.0675],[1],[0],[0],[2.3745294000000285],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
17,0,17,[-0.2],[0.0125],[1],[0],[0],[2.506924400000571],['target'],17,0,17,0,55.90974660000211,,,,,10,55.89541180000015,55.90974660000211,55.90974660000211,0.02432779999799095,58.4028115000001,[-0.2],[0.0125],[1],[0],[0],[2.506924400000571],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
18,0,18,[-0.05375],[-0.42],[1],[0],[0],[3.4511769999990065],['target'],18,0,18,0,58.43431920000148,,,,,5,58.41681690000041,58.43431920000148,58.43431920000148,0.013779799999610987,61.86833269999988,[-0.05375],[-0.42],[1],[0],[0],[3.4511769999990065],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
19,0,19,[0.45875],[0.475],[1],[0],[0],[4.237684300002002],['target'],19,0,19,0,61.90822670000125,,,,,10,61.89486279999983,61.90822670000125,61.90822670000125,0.026361000000179047,66.13292010000077,[0.45875],[0.475],[1],[0],[0],[4.237684300002002],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
20,0,20,[-0.29875],[0.055],[1],[0],[0],[3.316924200000358],['target'],20,0,20,0,66.1645994999999,,,,,5,66.147782,66.1645994999999,66.1645994999999,0.014650299999630079,69.4651569000016,[-0.29875],[0.055],[1],[0],[0],[3.316924200000358],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
21,0,21,[-0.17875],[0.32875],[1],[0],[0],[2.057274300001154],['target'],21,0,21,0,69.50129170000218,,,,,10,69.48932020000211,69.50129170000218,69.50129170000218,0.024029500000324333,71.5469316000017,[-0.17875],[0.32875],[1],[0],[0],[2.057274300001154],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
22,0,22,[0.27875],[0.29875],[1],[0],[0],[2.801223400001618],['target'],22,0,22,0,71.57735550000143,,,,,5,71.5601370000004,71.57735550000143,71.57735550000143,0.013050100002146792,74.36179540000012,[0.27875],[0.29875],[1],[0],[0],[2.801223400001618],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
23,0,23,[0.035],[0.1525],[1],[0],[0],[2.024456700000883],['target'],23,0,23,0,74.39860000000044,,,,,10,74.38627720000295,74.39860000000044,74.39860000000044,0.024290800000017043,76.41112820000126,[0.035],[0.1525],[1],[0],[0],[2.024456700000883],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
24,0,24,[0.29125],[0.38125],[1],[0],[0],[2.837778700002673],['target'],24,0,24,0,76.45229110000218,,,,,10,76.43861650000326,76.45229110000218,76.45229110000218,0.027293600000120932,79.27672630000234,[0.29125],[0.38125],[1],[0],[0],[2.837778700002673],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
25,0,25,[0.36125],[-0.04375],[1],[0],[0],[3.402298499997414],['target'],25,0,25,0,79.30771070000264,,,,,5,79.28918090000298,79.30771070000264,79.30771070000264,0.012301400001888396,82.6918859000034,[0.36125],[-0.04375],[1],[0],[0],[3.402298499997414],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
26,0,26,[0.11375],[0.22],[1],[0],[0],[3.283733000000211],['target'],26,0,26,0,82.72333870000148,,,,,5,82.70696110000063,82.72333870000148,82.72333870000148,0.01491619999796967,85.99106200000097,[0.11375],[0.22],[1],[0],[0],[3.283733000000211],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
27,0,27,[0.27375],[0.09125],[1],[0],[0],[1.7740146999967692],['target'],27,0,27,0,86.0281216000003,,,,,10,86.0150171000023,86.0281216000003,86.0281216000003,0.0238074000008055,87.7894492000014,[0.27375],[0.09125],[1],[0],[0],[1.7740146999967692],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
28,0,28,[-0.33],[0.39875],[1],[0],[0],[2.536216100001184],['target'],28,0,28,0,87.8209996000005,,,,,5,87.80214479999995,87.8209996000005,87.8209996000005,0.012520599997515092,90.3387821000033,[-0.33],[0.39875],[1],[0],[0],[2.536216100001184],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
29,0,29,[0.28875],[0.34125],[1],[0],[0],[2.6745579000016733],['target'],29,0,29,0,90.37509649999993,,,,,10,90.3627910000032,90.37509649999993,90.37509649999993,0.023893100002169376,93.03776310000103,[0.28875],[0.34125],[1],[0],[0],[2.6745579000016733],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
30,0,30,[-0.50125],[-0.01875],[1],[0],[0],[2.4579766000024392],['target'],30,0,30,0,93.07412070000282,,,,,10,93.06190630000128,93.07412070000282,93.07412070000282,0.02398929999981192,95.52030180000293,[-0.50125],[-0.01875],[1],[0],[0],[2.4579766000024392],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
31,0,31,[-0.2375],[0.37625],[1],[0],[0],[2.3161837000006926],['target'],31,0,31,0,95.55098080000243,,,,,5,95.53518360000089,95.55098080000243,95.55098080000243,0.014686700000311248,97.85173209999994,[-0.2375],[0.37625],[1],[0],[0],[2.3161837000006926],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
32,0,32,[-0.15],[0.11875],[1],[0],[0],[1.6343090000009397],['target'],32,0,32,0,97.8834248000021,,,,,5,97.8662019000003,97.8834248000021,97.8834248000021,0.01431139999840525,99.50089560000197,[-0.15],[0.11875],[1],[0],[0],[1.6343090000009397],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
33,0,33,[0.25875],[-0.03875],[1],[0],[0],[2.1867834000004223],['target'],33,0,33,0,99.53226730000097,,,,,5,99.51335060000201,99.53226730000097,99.53226730000097,0.012323400002060225,101.70055540000249,[0.25875],[-0.03875],[1],[0],[0],[2.1867834000004223],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
34,0,34,[0.47625],[-0.33125],[1],[0],[0],[3.671672899999976],['target'],34,0,34,0,101.74072040000101,,,,,10,101.7271182000004,101.74072040000101,101.74072040000101,0.026397099998575868,105.3991586000011,[0.47625],[-0.33125],[1],[0],[0],[3.671672899999976],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
35,0,35,[-0.09],[-0.12625],[1],[0],[0],[2.5025563999988663],['target'],35,0,35,0,105.42995480000172,,,,,5,105.41181420000066,105.42995480000172,105.42995480000172,0.01251580000098329,107.91471730000194,[-0.09],[-0.12625],[1],[0],[0],[2.5025563999988663],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
36,0,36,[0.2525],[0.03625],[1],[0],[0],[3.5678489999991143],['target'],36,0,36,0,107.94560240000283,,,,,5,107.92768240000078,107.94560240000283,107.94560240000283,0.012840699997468619,111.49590549999994,[0.2525],[0.03625],[1],[0],[0],[3.5678489999991143],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
37,0,37,[-0.105],[0.11375],[1],[0],[0],[1.6675924999981362],['target'],37,0,37,0,111.52708090000306,,,,,5,111.51063140000042,111.52708090000306,111.52708090000306,0.014566900001227623,113.17859280000266,[-0.105],[0.11375],[1],[0],[0],[1.6675924999981362],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
38,0,38,[-0.3575],[-0.32875],[1],[0],[0],[3.4882809999980964],['target'],38,0,38,0,113.21773830000166,,,,,10,113.20508710000286,113.21773830000166,113.21773830000166,0.026327499999752035,116.69380870000168,[-0.3575],[-0.32875],[1],[0],[0],[3.4882809999980964],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
39,0,39,[-0.30625],[-0.335],[1],[0],[0],[2.1571744000029867],['target'],39,0,39,0,116.73083180000322,,,,,10,116.71836750000148,116.73083180000322,116.73083180000322,0.024403499999607448,118.87595200000214,[-0.30625],[-0.335],[1],[0],[0],[2.1571744000029867],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
40,0,40,[0.48375],[0.44625],[1],[0],[0],[3.238969800000632],['target'],40,0,40,0,118.91348950000247,,,,,10,118.90184870000303,118.91348950000247,118.91348950000247,0.025712400001793867,122.14124740000261,[0.48375],[0.44625],[1],[0],[0],[3.238969800000632],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
41,0,41,[0.45375],[-0.185],[1],[0],[0],[2.688624299997173],['target'],41,0,41,0,122.1829902999998,,,,,10,122.16799620000165,122.1829902999998,122.1829902999998,0.026564600000710925,124.85695580000174,[0.45375],[-0.185],[1],[0],[0],[2.688624299997173],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
42,0,42,[0.03],[0.0975],[1],[0],[0],[2.405051199999434],['target'],42,0,42,0,124.89705480000339,,,,,10,124.88389240000106,124.89705480000339,124.89705480000339,0.02676390000124229,127.28932790000181,[0.03],[0.0975],[1],[0],[0],[2.405051199999434],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
43,0,43,[0.32625],[0.48125],[1],[0],[0],[14.052757200002816],['target'],43,0,43,0,127.3270721000008,,,,,10,127.31329210000331,127.3270721000008,127.3270721000008,0.023811200000636745,141.366375900001,[0.32625],[0.48125],[1],[0],[0],[14.052757200002816],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
44,0,44,[0.27875],[-0.23],[1],[0],[0],[4.3596994999970775],['target'],44,0,44,0,141.40494670000044,,,,,10,141.39187470000252,141.40494670000044,141.40494670000044,0.025353000000905013,145.75198300000193,[0.27875],[-0.23],[1],[0],[0],[4.3596994999970775],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
45,0,45,[-0.27625],[-0.08375],[1],[0],[0],[2.6674010999995517],['target'],45,0,45,0,145.7960254999998,,,,,10,145.77917900000102,145.7960254999998,145.7960254999998,0.02698679999957676,148.44694210000307,[-0.27625],[-0.08375],[1],[0],[0],[2.6674010999995517],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
46,0,46,[-0.33125],[-0.3125],[1],[0],[0],[2.4356927000008],['target'],46,0,46,0,148.4779757000033,,,,,5,148.4597188000007,148.4779757000033,148.4779757000033,0.012628899999981513,150.8957842000018,[-0.33125],[-0.3125],[1],[0],[0],[2.4356927000008],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
47,0,47,[0.30375],[-0.20625],[1],[0],[0],[4.056265900002472],['target'],47,0,47,0,150.93364960000326,,,,,10,150.92069880000054,150.93364960000326,150.93364960000326,0.024806199999147793,154.9773688000023,[0.30375],[-0.20625],[1],[0],[0],[4.056265900002472],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
48,0,48,[-0.20875],[-0.23875],[1],[0],[0],[2.2367240999992646],['target'],48,0,48,0,155.0086048000012,,,,,5,154.98973540000225,155.0086048000012,155.0086048000012,0.012217700001201592,157.2269069000031,[-0.20875],[-0.23875],[1],[0],[0],[2.2367240999992646],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
49,0,49,[0.125],[-0.1225],[1],[0],[0],[2.5570422999990114],['target'],49,0,49,0,157.2631977000019,,,,,10,157.25086300000112,157.2631977000019,157.2631977000019,0.02381949999835342,159.80827980000322,[0.125],[-0.1225],[1],[0],[0],[2.5570422999990114],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
50,0,50,[-0.2],[0.45625],[1],[0],[0],[2.3181053000007523],['target'],50,0,50,0,159.83970390000104,,,,,5,159.82274020000114,159.83970390000104,159.83970390000104,0.014255900001444388,162.14120040000125,[-0.2],[0.45625],[1],[0],[0],[2.3181053000007523],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
51,0,51,[0.32375],[-0.14375],[1],[0],[0],[3.304705800001102],['target'],51,0,51,0,162.18110470000101,,,,,10,162.16753880000033,162.18110470000101,162.18110470000101,0.026183299996773712,165.472689000002,[0.32375],[-0.14375],[1],[0],[0],[3.304705800001102],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
52,0,52,[-0.205],[-0.295],[1],[0],[0],[2.2190703000014764],['target'],52,0,52,0,165.50382490000266,,,,,5,165.48574210000152,165.50382490000266,165.50382490000266,0.012895500000013271,167.7051687000021,[-0.205],[-0.295],[1],[0],[0],[2.2190703000014764],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
53,0,53,[0.2525],[-0.28],[1],[0],[0],[2.904634400001669],['target'],53,0,53,0,167.74382640000113,,,,,10,167.7321625000004,167.74382640000113,167.74382640000113,0.02683479999905103,170.63716710000153,[0.2525],[-0.28],[1],[0],[0],[2.904634400001669],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
54,0,54,[0.02625],[-0.27375],[1],[0],[0],[3.616481600001862],['target'],54,0,54,0,170.66905220000262,,,,,5,170.65200190000178,170.66905220000262,170.66905220000262,0.014657899999292567,174.26885510000284,[0.02625],[-0.27375],[1],[0],[0],[3.616481600001862],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
55,0,55,[0.08625],[0.3525],[1],[0],[0],[2.400765099999262],['target'],55,0,55,0,174.30055540000103,,,,,5,174.28334130000076,174.30055540000103,174.30055540000103,0.01431389999925159,176.68448450000142,[0.08625],[0.3525],[1],[0],[0],[2.400765099999262],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
56,0,56,[-0.40875],[0.01625],[1],[0],[0],[2.685868600001413],['target'],56,0,56,0,176.71639400000277,,,,,5,176.69729500000176,176.71639400000277,176.71639400000277,0.012678600000072038,179.38358850000077,[-0.40875],[0.01625],[1],[0],[0],[2.685868600001413],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
57,0,57,[-0.30125],[0.43],[1],[0],[0],[3.8912859999982174],['target'],57,0,57,0,179.4204221,,,,,10,179.40882120000242,179.4204221,179.4204221,0.025061300002562348,183.30051390000153,[-0.30125],[0.43],[1],[0],[0],[3.8912859999982174],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
58,0,58,[-0.25875],[-0.23],[1],[0],[0],[3.0842583000012382],['target'],58,0,58,0,183.329460500001,,,,,5,183.31251800000246,183.329460500001,183.329460500001,0.011842799998703413,186.39714670000103,[-0.25875],[-0.23],[1],[0],[0],[3.0842583000012382],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
59,0,59,[-0.47625],[-0.22125],[1],[0],[0],[2.591491199997108],['target'],59,0,59,0,186.4331732999999,,,,,10,186.42055790000086,186.4331732999999,186.4331732999999,0.023284200000489363,189.01249570000073,[-0.47625],[-0.22125],[1],[0],[0],[2.591491199997108],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
60,0,60,[0.03875],[-0.46125],[1],[0],[0],[3.8565087000024505],['target'],60,0,60,0,189.04960070000016,,,,,10,189.03747280000243,189.04960070000016,189.04960070000016,0.024820099999487866,192.8944119000007,[0.03875],[-0.46125],[1],[0],[0],[3.8565087000024505],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
61,0,61,[-0.0675],[-0.20125],[1],[0],[0],[3.3576167999999598],['target'],61,0,61,0,192.9303832000005,,,,,10,192.91841790000035,192.9303832000005,192.9303832000005,0.02383390000250074,196.27636640000128,[-0.0675],[-0.20125],[1],[0],[0],[3.3576167999999598],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
62,0,62,[-0.00375],[-0.17875],[1],[0],[0],[2.4176183000017772],['target'],62,0,62,0,196.3080323000031,,,,,5,196.29038870000295,196.3080323000031,196.3080323000031,0.013815999998769257,198.70836210000198,[-0.00375],[-0.17875],[1],[0],[0],[2.4176183000017772],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
63,0,63,[0.21125],[0.2],[1],[0],[0],[3.592542099999264],['target'],63,0,63,0,198.74309420000282,,,,,10,198.73125940000318,198.74309420000282,198.74309420000282,0.022782799998822156,202.32418020000114,[0.21125],[0.2],[1],[0],[0],[3.592542099999264],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
64,0,64,[0.4875],[-0.32375],[1],[0],[0],[3.3077278999990085],['target'],64,0,64,0,202.36027319999994,,,,,10,202.3482017000024,202.36027319999994,202.36027319999994,0.023874399998021545,205.65636710000035,[0.4875],[-0.32375],[1],[0],[0],[3.3077278999990085],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
65,0,65,[-0.205],[-0.03125],[1],[0],[0],[1.952331000000413],['target'],65,0,65,0,205.68703780000214,,,,,5,205.66863920000105,205.68703780000214,205.68703780000214,0.012061099998391,207.6213338000016,[-0.205],[-0.03125],[1],[0],[0],[1.952331000000413],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
