thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,Instructions.stopped,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,date,expName,psychopyVersion,frameRate,expStart,
66,0,66,[-0.275],[0.23],[1],[0],[0],[2.4670562999999675],['target'],66,0,66,0,207.65251790000184,,,,,5,207.63590660000045,207.65251790000184,207.65251790000184,0.014395599999261321,210.10335490000216,[-0.275],[0.23],[1],[0],[0],[2.4670562999999675],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
67,0,67,[-0.34],[-0.06625],[1],[0],[0],[2.9853251999993518],['target'],67,0,67,0,210.13429910000195,,,,,5,210.11638220000168,210.13429910000195,210.13429910000195,0.012899400000605965,213.10205960000167,[-0.34],[-0.06625],[1],[0],[0],[2.9853251999993518],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
68,0,68,[-0.155],[-0.2925],[1],[0],[0],[2.142486099997768],['target'],68,0,68,0,213.13718140000128,,,,,10,213.12522470000113,213.13718140000128,213.13718140000128,0.02303620000020601,215.26809180000055,[-0.155],[-0.2925],[1],[0],[0],[2.142486099997768],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
69,0,69,[0.26375],[0.25875],[1],[0],[0],[1.767307800000708],['target'],69,0,69,0,215.29989620000197,,,,,5,215.28294460000325,215.29989620000197,215.29989620000197,0.014649400000052992,217.0506447000007,[0.26375],[0.25875],[1],[0],[0],[1.767307800000708],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
70,0,70,[0.305],[0.045],[1],[0],[0],[2.5398669999995036],['target'],70,0,70,0,217.0887462999999,,,,,10,217.07611850000103,217.0887462999999,217.0887462999999,0.025298799999291077,219.61634709999998,[0.305],[0.045],[1],[0],[0],[2.5398669999995036],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
71,0,71,[0.11375],[-0.41875],[1],[0],[0],[2.469554999999673],['target'],71,0,71,0,219.6477558000006,,,,,5,219.62866170000052,219.6477558000006,219.6477558000006,0.012160800000856398,222.09855210000023,[0.11375],[-0.41875],[1],[0],[0],[2.469554999999673],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
72,0,72,[0.44],[-0.07],[1],[0],[0],[3.008741199999349],['target'],72,0,72,0,222.13434330000018,,,,,10,222.12184990000242,222.13434330000018,222.13434330000018,0.02316879999852972,225.1309422000013,[0.44],[-0.07],[1],[0],[0],[3.008741199999349],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
73,0,73,[-0.085],[-0.08375],[1],[0],[0],[1.953118599998561],['target'],73,0,73,0,225.16150840000046,,,,,5,225.14280950000102,225.16150840000046,225.16150840000046,0.011708699999871897,227.09632670000065,[-0.085],[-0.08375],[1],[0],[0],[1.953118599998561],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
74,0,74,[0.40375],[0.1325],[1],[0],[0],[3.1226212000001397],['target'],74,0,74,0,227.13390960000106,,,,,10,227.12186180000208,227.13390960000106,227.13390960000106,0.025378599999385187,230.24493590000202,[0.40375],[0.1325],[1],[0],[0],[3.1226212000001397],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
75,0,75,[0.15875],[0.29375],[1],[0],[0],[2.48641520000092],['target'],75,0,75,0,230.27614480000193,,,,,5,230.25719730000128,230.27614480000193,230.27614480000193,0.012103700002626283,232.74397750000207,[0.15875],[0.29375],[1],[0],[0],[2.48641520000092],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
76,0,76,[-0.25375],[-0.41125],[1],[0],[0],[2.5899018999989494],['target'],76,0,76,0,232.78141270000197,,,,,10,232.76905090000218,232.78141270000197,232.78141270000197,0.024926800000685034,235.35937689999992,[-0.25375],[-0.41125],[1],[0],[0],[2.5899018999989494],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
77,0,77,[0.135],[-0.0375],[1],[0],[0],[2.1535991999990074],['target'],77,0,77,0,235.39119890000075,,,,,5,235.37115180000183,235.39119890000075,235.39119890000075,0.01160130000062054,237.52508560000206,[0.135],[-0.0375],[1],[0],[0],[2.1535991999990074],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
78,0,78,[-0.41],[-0.395],[1],[0],[0],[3.641814599999634],['target'],78,0,78,0,237.56020490000083,,,,,10,237.54798890000166,237.56020490000083,237.56020490000083,0.02277420000245911,241.19013850000192,[-0.41],[-0.395],[1],[0],[0],[3.641814599999634],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
79,0,79,[-0.1025],[0.04125],[1],[0],[0],[2.1752269999997225],['target'],79,0,79,0,241.22614480000266,,,,,10,241.2137169000016,241.22614480000266,241.22614480000266,0.02343050000126823,243.38940280000315,[-0.1025],[0.04125],[1],[0],[0],[2.1752269999997225],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
80,0,80,[0.4675],[-0.12375],[1],[0],[0],[2.7081551999981457],['target'],80,0,80,0,243.4248359000012,,,,,10,243.4130163000009,243.4248359000012,243.4248359000012,0.023382600000331877,246.1215222000028,[0.4675],[-0.12375],[1],[0],[0],[2.7081551999981457],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
81,0,81,[-0.30125],[0.05875],[1],[0],[0],[1.787050700000691],['target'],81,0,81,0,246.15308270000241,,,,,5,246.1333302000021,246.15308270000241,246.15308270000241,0.011617899999691872,247.92075960000147,[-0.30125],[0.05875],[1],[0],[0],[1.787050700000691],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
82,0,82,[0.35875],[-0.09125],[1],[0],[0],[2.608517699998629],['target'],82,0,82,0,247.95697510000173,,,,,10,247.94432170000073,247.95697510000173,247.95697510000173,0.02336519999880693,250.55316860000312,[0.35875],[-0.09125],[1],[0],[0],[2.608517699998629],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
83,0,83,[0.31875],[-0.1225],[1],[0],[0],[2.2522633000007772],['target'],83,0,83,0,250.58389520000128,,,,,5,250.565653200003,250.58389520000128,250.58389520000128,0.012331199999607634,252.8183022000012,[0.31875],[-0.1225],[1],[0],[0],[2.2522633000007772],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
84,0,84,[-0.19125],[0.11875],[1],[0],[0],[3.3334222000012232],['target'],84,0,84,0,252.85033440000188,,,,,5,252.8330285000011,252.85033440000188,252.85033440000188,0.014570300001651049,256.1668254000033,[-0.19125],[0.11875],[1],[0],[0],[3.3334222000012232],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
85,0,85,[-0.195],[0.48375],[1],[0],[0],[2.8873601999985112],['target'],85,0,85,0,256.1977415000001,,,,,5,256.17883110000184,256.1977415000001,256.1977415000001,0.01187509999726899,259.0665900000022,[-0.195],[0.48375],[1],[0],[0],[2.8873601999985112],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
86,0,86,[-0.3925],[-0.28625],[1],[0],[0],[3.2049431999985245],['target'],86,0,86,0,259.10438890000296,,,,,10,259.09282130000065,259.10438890000296,259.10438890000296,0.0260746999992989,262.2981114000031,[-0.3925],[-0.28625],[1],[0],[0],[3.2049431999985245],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
87,0,87,[0.17875],[-0.2375],[1],[0],[0],[2.319760499998665],['target'],87,0,87,0,262.3284338000012,,,,,5,262.3100129000013,262.3284338000012,262.3284338000012,0.011746000000130152,264.6301300000014,[0.17875],[-0.2375],[1],[0],[0],[2.319760499998665],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
88,0,88,[0.12875],[0.0725],[1],[0],[0],[2.569494699997449],['target'],88,0,88,0,264.6620862000018,,,,,5,264.6422825000009,264.6620862000018,264.6620862000018,0.012005799999315059,267.2121537000021,[0.12875],[0.0725],[1],[0],[0],[2.569494699997449],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
89,0,89,[0.41625],[0.13875],[1],[0],[0],[2.3898036000027787],['target'],89,0,89,0,267.250396200001,,,,,10,267.23829020000267,267.250396200001,267.250396200001,0.025979800000641262,269.62848790000135,[0.41625],[0.13875],[1],[0],[0],[2.3898036000027787],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
90,0,90,[0.3725],[0.2],[1],[0],[0],[2.838902399998915],['target'],90,0,90,0,269.66661840000233,,,,,10,269.6540093000003,269.66661840000233,269.66661840000233,0.02532939999946393,272.4933598000025,[0.3725],[0.2],[1],[0],[0],[2.838902399998915],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
91,0,91,[0.2675],[-0.23],[1],[0],[0],[2.342161100001249],['target'],91,0,91,0,272.5287182000029,,,,,10,272.5168128000005,272.5287182000029,272.5287182000029,0.023291400000744034,274.85934610000186,[0.2675],[-0.23],[1],[0],[0],[2.342161100001249],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
92,0,92,[0.02875],[-0.2575],[1],[0],[0],[3.28386429999955],['target'],92,0,92,0,274.8905994000015,,,,,5,274.87373800000205,274.8905994000015,274.8905994000015,0.014201300000422634,278.1580021000009,[0.02875],[-0.2575],[1],[0],[0],[3.28386429999955],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
93,0,93,[0.36375],[-0.45125],[1],[0],[0],[2.7668879000011657],['target'],93,0,93,0,278.18869650000124,,,,,5,278.1723852000032,278.18869650000124,278.18869650000124,0.01422919999822625,280.93967090000297,[0.36375],[-0.45125],[1],[0],[0],[2.7668879000011657],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
94,0,94,[0.335],[-0.41625],[1],[0],[0],[2.225218200001109],['target'],94,0,94,0,280.9750939000005,,,,,10,280.9628155999999,280.9750939000005,280.9750939000005,0.023012100002233637,283.18833090000044,[0.335],[-0.41625],[1],[0],[0],[2.225218200001109],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
95,0,95,[-0.0725],[0.42625],[1],[0],[0],[3.57432659999904],['target'],95,0,95,0,283.2259292000017,,,,,10,283.213177200003,283.2259292000017,283.2259292000017,0.024699999998119893,286.7878791000003,[-0.0725],[0.42625],[1],[0],[0],[3.57432659999904],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
96,0,96,[0.02],[-0.075],[1],[0],[0],[2.5722332000004826],['target'],96,0,96,0,286.8256727000007,,,,,10,286.8134628000007,286.8256727000007,286.8256727000007,0.025372699998115422,289.38611030000175,[0.02],[-0.075],[1],[0],[0],[2.5722332000004826],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
97,0,97,[0.05875],[0.245],[1],[0],[0],[4.4746707000012975],['target'],97,0,97,0,289.42072630000257,,,,,10,289.4091189999999,289.42072630000257,289.42072630000257,0.02284019999933662,293.88414080000075,[0.05875],[0.245],[1],[0],[0],[4.4746707000012975],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
98,0,98,[-0.08125],[0.215],[1],[0],[0],[1.9262005999989924],['target'],98,0,98,0,293.9202553000032,,,,,10,293.9078851000013,293.9202553000032,293.9202553000032,0.023594199999934062,295.8344874000031,[-0.08125],[0.215],[1],[0],[0],[1.9262005999989924],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
99,0,99,[-0.45625],[-0.125],[1],[0],[0],[2.4067402000000584],['target'],99,0,99,0,295.8713480000006,,,,,10,295.8584504999999,295.8713480000006,295.8713480000006,0.023769600000377977,298.2655783000009,[-0.45625],[-0.125],[1],[0],[0],[2.4067402000000584],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
100,0,100,[0.0775],[-0.27125],[1],[0],[0],[2.2335456000000704],['target'],100,0,100,0,298.2963333000007,,,,,5,298.28099000000293,298.2963333000007,298.2963333000007,0.015217699998174794,300.51494260000254,[0.0775],[-0.27125],[1],[0],[0],[2.2335456000000704],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
101,0,101,[0.11125],[0.02625],[1],[0],[0],[1.8894196000001102],['target'],101,0,101,0,300.5525583000017,,,,,10,300.5406219000033,300.5525583000017,300.5525583000017,0.025531100000080187,302.4303959000026,[0.11125],[0.02625],[1],[0],[0],[1.8894196000001102],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
102,0,102,[0.1625],[-0.17875],[1],[0],[0],[2.0371360999997705],['target'],102,0,102,0,302.46203230000174,,,,,5,302.4421564000004,302.46203230000174,302.46203230000174,0.011607399999775225,304.47968089999995,[0.1625],[-0.17875],[1],[0],[0],[2.0371360999997705],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
103,0,103,[0.26625],[0.3325],[1],[0],[0],[3.8866860999987694],['target'],103,0,103,0,304.5113154999999,,,,,5,304.4915282000002,304.5113154999999,304.5113154999999,0.011718499998096377,308.3785846000028,[0.26625],[0.3325],[1],[0],[0],[3.8866860999987694],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
104,0,104,[0.28875],[0.45375],[1],[0],[0],[2.285859999999957],['target'],104,0,104,0,308.4090602000033,,,,,5,308.3905569000017,308.4090602000033,308.4090602000033,0.011840300001495052,310.67677090000143,[0.28875],[0.45375],[1],[0],[0],[2.285859999999957],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
105,0,105,[0.25625],[0.0675],[1],[0],[0],[2.0336616999993566],['target'],105,0,105,0,310.7092388000019,,,,,5,310.69213800000216,310.7092388000019,310.7092388000019,0.015200199999526376,312.72619940000004,[0.25625],[0.0675],[1],[0],[0],[2.0336616999993566],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
106,0,106,[0.005],[-0.3875],[1],[0],[0],[2.972465999999258],['target'],106,0,106,0,312.7650777000017,,,,,10,312.75205840000126,312.7650777000017,312.7650777000017,0.025699099998746533,315.7248372000031,[0.005],[-0.3875],[1],[0],[0],[2.972465999999258],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
107,0,107,[-0.07125],[0.2275],[1],[0],[0],[3.219812600000296],['target'],107,0,107,0,315.75679650000166,,,,,5,315.7367852000025,315.75679650000166,315.75679650000166,0.01179509999928996,318.95694210000147,[-0.07125],[0.2275],[1],[0],[0],[3.219812600000296],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
108,0,108,[0.475],[-0.18125],[1],[0],[0],[2.3863524999978836],['target'],108,0,108,0,318.98838770000293,,,,,5,318.9689658000025,318.98838770000293,318.98838770000293,0.011901900001248578,321.3556625000019,[0.475],[-0.18125],[1],[0],[0],[2.3863524999978836],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
109,0,109,[0.25625],[-0.4625],[1],[0],[0],[3.589800900001137],['target'],109,0,109,0,321.3926517,,,,,10,321.3801181000017,321.3926517,321.3926517,0.024304900001880014,324.97024840000086,[0.25625],[-0.4625],[1],[0],[0],[3.589800900001137],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
110,0,110,[-0.34875],[0.15125],[1],[0],[0],[2.6237330000003567],['target'],110,0,110,0,325.008600000001,,,,,10,324.99604880000334,325.008600000001,325.008600000001,0.025636099999246653,327.6201260000016,[-0.34875],[0.15125],[1],[0],[0],[2.6237330000003567],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
111,0,111,[0.33125],[0.15625],[1],[0],[0],[2.150785800000449],['target'],111,0,111,0,327.6514870000028,,,,,5,327.63450510000257,327.6514870000028,327.6514870000028,0.014166699998895638,329.7856634000018,[0.33125],[0.15625],[1],[0],[0],[2.150785800000449],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
112,0,112,[0.4025],[0.46625],[1],[0],[0],[2.722784599998704],['target'],112,0,112,0,329.8232515000018,,,,,10,329.8111647000005,329.8232515000018,329.8232515000018,0.025335100002848776,332.5343113000017,[0.4025],[0.46625],[1],[0],[0],[2.722784599998704],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
113,0,113,[0.405],[0.225],[1],[0],[0],[1.653680200000963],['target'],113,0,113,0,332.5661431000008,,,,,5,332.54631789999985,332.5661431000008,332.5661431000008,0.011819700001069577,334.2003240000013,[0.405],[0.225],[1],[0],[0],[1.653680200000963],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
114,0,114,[0.37875],[-0.235],[1],[0],[0],[2.952888100000564],['target'],114,0,114,0,334.23218270000143,,,,,5,334.21211590000166,334.23218270000143,334.23218270000143,0.01166919999741367,337.16536690000066,[0.37875],[-0.235],[1],[0],[0],[2.952888100000564],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
115,0,115,[-0.10875],[-0.27875],[1],[0],[0],[1.8917809999984456],['target'],115,0,115,0,337.20179530000314,,,,,10,337.18935280000005,337.20179530000314,337.20179530000314,0.023827699998946628,339.0815322000017,[-0.10875],[-0.27875],[1],[0],[0],[1.8917809999984456],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
116,0,116,[0.31375],[-0.26125],[1],[0],[0],[2.0034296000012546],['target'],116,0,116,0,339.1135709000009,,,,,5,339.0934938999999,339.1135709000009,339.1135709000009,0.011784700000134762,341.0972875000007,[0.31375],[-0.26125],[1],[0],[0],[2.0034296000012546],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
117,0,117,[0.3075],[0.24875],[1],[0],[0],[2.608627499997965],['target'],117,0,117,0,341.13231129999986,,,,,10,341.1206226000031,341.13231129999986,341.13231129999986,0.023208200000226498,343.7295989000013,[0.3075],[0.24875],[1],[0],[0],[2.608627499997965],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
118,0,118,[0.33875],[0.1325],[1],[0],[0],[1.6905529999967257],['target'],118,0,118,0,343.76760000000286,,,,,10,343.7553758000031,343.76760000000286,343.76760000000286,0.025583099999494152,345.44640380000055,[0.33875],[0.1325],[1],[0],[0],[1.6905529999967257],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
119,0,119,[-0.25125],[0.1325],[1],[0],[0],[2.9416152000012517],['target'],119,0,119,0,345.48105710000164,,,,,10,345.4692243999998,345.48105710000164,345.48105710000164,0.02262200000041048,348.41125060000195,[-0.25125],[0.1325],[1],[0],[0],[2.9416152000012517],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
120,0,120,[-0.3525],[-0.235],[1],[0],[0],[2.2871124999983294],['target'],120,0,120,0,348.4423777000011,,,,,5,348.4229321000021,348.4423777000011,348.4423777000011,0.01151679999748012,350.7103687000017,[-0.3525],[-0.235],[1],[0],[0],[2.2871124999983294],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
121,0,121,[-0.38875],[-0.07125],[1],[0],[0],[3.118703899999673],['target'],121,0,121,0,350.74094830000104,,,,,5,350.7224500000011,350.74094830000104,350.74094830000104,0.011958499999309424,353.8415735000017,[-0.38875],[-0.07125],[1],[0],[0],[3.118703899999673],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
122,0,122,[-0.395],[-0.15625],[1],[0],[0],[2.7533573000000615],['target'],122,0,122,0,353.87331370000175,,,,,5,353.8535397000014,353.87331370000175,353.87331370000175,0.011818200000561774,356.6071906000034,[-0.395],[-0.15625],[1],[0],[0],[2.7533573000000615],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
123,0,123,[0.05],[-0.38125],[1],[0],[0],[2.4606362999984412],['target'],123,0,123,0,356.6434192000015,,,,,10,356.6311495000009,356.6434192000015,356.6434192000015,0.023848000000725733,359.09218300000066,[0.05],[-0.38125],[1],[0],[0],[2.4606362999984412],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
124,0,124,[-0.18875],[0.15625],[1],[0],[0],[2.839000300002226],['target'],124,0,124,0,359.12872600000264,,,,,10,359.11593970000104,359.12872600000264,359.12872600000264,0.02360219999900437,361.955285,[-0.18875],[0.15625],[1],[0],[0],[2.839000300002226],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
125,0,125,[0.09875],[-0.225],[1],[0],[0],[3.321551400000317],['target'],125,0,125,0,361.99326270000165,,,,,10,361.9814855000004,361.99326270000165,361.99326270000165,0.026005700001405785,365.3033591000021,[0.09875],[-0.225],[1],[0],[0],[3.321551400000317],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
126,0,126,[-0.445],[0.15],[1],[0],[0],[2.2033699999992677],['target'],126,0,126,0,365.33510800000295,,,,,5,365.3153670000029,365.33510800000295,365.33510800000295,0.011832500000309665,367.5191048000015,[-0.445],[0.15],[1],[0],[0],[2.2033699999992677],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
127,0,127,[0.44875],[0.08625],[1],[0],[0],[2.4923865999990085],['target'],127,0,127,0,367.55518010000014,,,,,10,367.54273230000035,367.55518010000014,367.55518010000014,0.023509400001785252,370.035538600001,[0.44875],[0.08625],[1],[0],[0],[2.4923865999990085],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
128,0,128,[-0.01625],[0.145],[1],[0],[0],[2.972676199999114],['target'],128,0,128,0,370.0731005000016,,,,,10,370.06106230000296,370.0731005000016,370.0731005000016,0.02533200000107172,373.0341126000021,[-0.01625],[0.145],[1],[0],[0],[2.972676199999114],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
129,0,129,[-0.01625],[0.145],[1],[0],[0],[0.6069662000008975],[None],129,0,129,0,373.07199820000096,,,,,10,373.05991220000215,373.07199820000096,373.07199820000096,0.025606899998820154,373.66730460000326,[-0.01625],[0.145],[1],[0],[0],[0.6069662000008975],[None],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
130,0,130,[-0.33875],[0.3375],[1],[0],[0],[2.258057999999437],['target'],130,0,130,0,373.70259910000095,,,,,10,373.69070230000216,373.70259910000095,373.70259910000095,0.02323469999828376,375.94908580000265,[-0.33875],[0.3375],[1],[0],[0],[2.258057999999437],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
131,0,131,[0.3875],[-0.33],[1],[0],[0],[2.3843784000018786],['target'],131,0,131,0,375.98065060000226,,,,,5,375.96329790000163,375.98065060000226,375.98065060000226,0.014016500001162058,378.3479726000005,[0.3875],[-0.33],[1],[0],[0],[2.3843784000018786],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
132,0,132,[-0.31875],[0.29125],[1],[0],[0],[2.4754538999986835],['target'],132,0,132,0,378.3828934000012,,,,,10,378.37088270000095,378.3828934000012,378.3828934000012,0.02279139999882318,380.8466866000017,[-0.31875],[0.29125],[1],[0],[0],[2.4754538999986835],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
133,0,133,[-0.01375],[-0.12125],[1],[0],[0],[2.9763911999980337],['target'],133,0,133,0,380.8817721000014,,,,,10,380.86907670000073,380.8817721000014,380.8817721000014,0.022238099998503458,383.8459415000034,[-0.01375],[-0.12125],[1],[0],[0],[2.9763911999980337],['target'],004,2024-10-10_12h19.04.873,visualsearchtask,2024.2.1,61.277964199668325,2024-10-10 12h19.33.421965 +0530,
