thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,Instructions.stopped,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,date,expName,psychopyVersion,frameRate,expStart,
9,0,9,[0.34],[0.11625],[1],[0],[0],[1.2723374001216143],['target'],9,0,9,0,24.821612500119954,,,,,10,24.806956500047818,24.821612500119954,24.821612500119954,0.026074999943375587,26.079710999969393,[0.34],[0.11625],[1],[0],[0],[1.2723374001216143],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
10,0,10,[-0.48],[-0.10125],[1],[0],[0],[2.3411085999105126],[None],10,0,10,0,26.117564500076696,,,,,10,26.104322999948636,26.117564500076696,26.117564500076696,0.02442150004208088,28.445835700025782,[-0.48],[-0.10125],[1],[0],[0],[2.3411085999105126],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
11,0,11,[0.0625],[0.40375],[1],[0],[0],[1.1170995000284165],[None],11,0,11,0,28.47650590003468,,,,,5,28.461420600069687,28.47650590003468,28.47650590003468,0.0153952999971807,29.578846900025383,[0.0625],[0.40375],[1],[0],[0],[1.1170995000284165],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
12,0,12,[0.0675],[-0.42625],[1],[0],[0],[1.5182007001712918],['target'],12,0,12,0,29.60946199996397,,,,,5,29.592208200134337,29.60946199996397,29.60946199996397,0.013191599864512682,31.110769900027663,[0.0675],[-0.42625],[1],[0],[0],[1.5182007001712918],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
13,0,13,[-0.26625],[0.47],[1],[0],[0],[2.120470499852672],['target'],13,0,13,0,31.152856100117788,,,,,10,31.139117300044745,31.152856100117788,31.152856100117788,0.02816969994455576,33.25992490001954,[-0.26625],[0.47],[1],[0],[0],[2.120470499852672],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
14,0,14,[0.41875],[-0.1575],[1],[0],[0],[1.119658299954608],[None],14,0,14,0,33.2917212001048,,,,,5,33.27299470012076,33.2917212001048,33.2917212001048,0.012875100132077932,34.393033100059256,[0.41875],[-0.1575],[1],[0],[0],[1.119658299954608],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
15,0,15,[0.29625],[0.415],[1],[0],[0],[1.268467100104317],[None],15,0,15,0,34.42394979996607,,,,,5,34.40673110005446,34.42394979996607,34.42394979996607,0.013580500148236752,35.675559299997985,[0.29625],[0.415],[1],[0],[0],[1.268467100104317],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
16,0,16,[-0.3925],[-0.32125],[1],[0],[0],[0.953953200019896],[None],16,0,16,0,35.70829139999114,,,,,5,35.6880516000092,35.70829139999114,35.70829139999114,0.012334000086411834,36.64240540005267,[-0.3925],[-0.32125],[1],[0],[0],[0.953953200019896],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
17,0,17,[0.17875],[-0.295],[1],[0],[0],[1.7033212000969797],[None],17,0,17,0,36.68368010013364,,,,,10,36.67082660016604,36.68368010013364,36.68368010013364,0.02827030001208186,38.374593400163576,[0.17875],[-0.295],[1],[0],[0],[1.7033212000969797],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
18,0,18,[-0.14125],[-0.04875],[1],[0],[0],[1.3203448001295328],[None],18,0,18,0,38.40673559997231,,,,,5,38.38713930011727,38.40673559997231,38.40673559997231,0.012377700069919229,39.70787709997967,[-0.14125],[-0.04875],[1],[0],[0],[1.3203448001295328],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
19,0,19,[0.09],[0.295],[1],[0],[0],[1.136626100167632],[None],19,0,19,0,39.75113070011139,,,,,10,39.73637380008586,39.75113070011139,39.75113070011139,0.028351800050586462,40.87335709994659,[0.09],[0.295],[1],[0],[0],[1.136626100167632],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
20,0,20,[-0.09875],[0.46625],[1],[0],[0],[0.9387997998856008],['target'],20,0,20,0,40.91451489995234,,,,,10,40.90074920002371,40.91451489995234,40.91451489995234,0.02712209988385439,41.83987920009531,[-0.09875],[0.46625],[1],[0],[0],[0.9387997998856008],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
21,0,21,[0.35125],[0.48875],[1],[0],[0],[0.9549284998793155],[None],21,0,21,0,41.88229430001229,,,,,10,41.868303100112826,41.88229430001229,41.88229430001229,0.02829109993763268,42.8236452001147,[0.35125],[0.48875],[1],[0],[0],[0.9549284998793155],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
22,0,22,[-0.1675],[0.28875],[1],[0],[0],[1.2343413000926375],['target'],22,0,22,0,42.85366480005905,,,,,5,42.83811360015534,42.85366480005905,42.85366480005905,0.014294099994003773,44.07291920017451,[-0.1675],[0.28875],[1],[0],[0],[1.2343413000926375],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
23,0,23,[-0.4575],[-0.06],[1],[0],[0],[1.103499900083989],['target'],23,0,23,0,44.114901000168175,,,,,10,44.10106040001847,44.114901000168175,44.114901000168175,0.02801819983869791,45.20494200009853,[-0.4575],[-0.06],[1],[0],[0],[1.103499900083989],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
24,0,24,[0.17375],[-0.12875],[1],[0],[0],[1.1524706000927836],['target'],24,0,24,0,45.236076900037006,,,,,5,45.218380599981174,45.236076900037006,45.236076900037006,0.013283500215038657,46.37115490017459,[0.17375],[-0.12875],[1],[0],[0],[1.1524706000927836],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
25,0,25,[0.18],[0.38],[1],[0],[0],[1.2186765999067575],['target'],25,0,25,0,46.40237380005419,,,,,5,46.384707200108096,46.40237380005419,46.40237380005419,0.013407199876382947,47.60374219994992,[0.18],[0.38],[1],[0],[0],[1.2186765999067575],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
26,0,26,[0.235],[-0.47],[1],[0],[0],[2.1870792999397963],['target'],26,0,26,0,47.635498699964955,,,,,5,47.6154291999992,47.635498699964955,47.635498699964955,0.011558499885722995,49.80294229998253,[0.235],[-0.47],[1],[0],[0],[2.1870792999397963],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
27,0,27,[0.285],[-0.18875],[1],[0],[0],[1.3885858999565244],['target'],27,0,27,0,49.8435394000262,,,,,10,49.829923199955374,49.8435394000262,49.8435394000262,0.026823899941518903,51.21897320006974,[0.285],[-0.18875],[1],[0],[0],[1.3885858999565244],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
28,0,28,[-0.355],[0.18625],[1],[0],[0],[1.2905481001362205],['target'],28,0,28,0,51.25784550001845,,,,,10,51.24450460006483,51.25784550001845,51.25784550001845,0.025379100115969777,52.53541100001894,[-0.355],[0.18625],[1],[0],[0],[1.2905481001362205],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
29,0,29,[-0.3775],[-0.36625],[1],[0],[0],[1.3055387998465449],[None],29,0,29,0,52.576164399972185,,,,,10,52.56264599994756,52.576164399972185,52.576164399972185,0.027085999958217144,53.868553600041196,[-0.3775],[-0.36625],[1],[0],[0],[1.3055387998465449],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
30,0,30,[-0.3125],[0.16],[1],[0],[0],[1.1335877000819892],['target'],30,0,30,0,53.898729800013825,,,,,5,53.88333510002121,53.898729800013825,53.898729800013825,0.014578400179743767,55.01736130006611,[-0.3125],[0.16],[1],[0],[0],[1.1335877000819892],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
31,0,31,[0.34],[0.19875],[1],[0],[0],[1.2086883999872953],[None],31,0,31,0,55.05409210012294,,,,,10,55.040878100087866,55.05409210012294,55.05409210012294,0.023370600072667003,56.249976200051606,[0.34],[0.19875],[1],[0],[0],[1.2086883999872953],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
32,0,32,[0.32875],[0.22125],[1],[0],[0],[0.7355011000763625],['target'],32,0,32,0,56.28107809997164,,,,,5,56.26362149999477,56.28107809997164,56.28107809997164,0.013482399983331561,56.99944239994511,[0.32875],[0.22125],[1],[0],[0],[0.7355011000763625],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
33,0,33,[-0.37125],[0.01125],[1],[0],[0],[0.990318699972704],[None],33,0,33,0,57.04027600004338,,,,,10,57.02594940015115,57.04027600004338,57.04027600004338,0.02637850004248321,58.01663410011679,[-0.37125],[0.01125],[1],[0],[0],[0.990318699972704],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
34,0,34,[0.46625],[0.25],[1],[0],[0],[1.0862680999562144],['target'],34,0,34,0,58.04732020013034,,,,,5,58.02955160010606,58.04732020013034,58.04732020013034,0.01275090011768043,59.11616330011748,[0.46625],[0.25],[1],[0],[0],[1.0862680999562144],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
35,0,35,[0.18625],[-0.34125],[1],[0],[0],[1.3700630001258105],['target'],35,0,35,0,59.15836840006523,,,,,10,59.14468499994837,59.15836840006523,59.15836840006523,0.028358499985188246,60.51508340006694,[0.18625],[-0.34125],[1],[0],[0],[1.3700630001258105],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
36,0,36,[0.455],[-0.23375],[1],[0],[0],[1.1746606000233442],['target'],36,0,36,0,60.55428050016053,,,,,10,60.53971919999458,60.55428050016053,60.55428050016053,0.024500399827957153,61.714766800170764,[0.455],[-0.23375],[1],[0],[0],[1.1746606000233442],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
37,0,37,[-0.055],[0.16],[1],[0],[0],[1.1243425998836756],['target'],37,0,37,0,61.754876600112766,,,,,10,61.74159720004536,61.754876600112766,61.754876600112766,0.026626500068232417,62.86637199996039,[-0.055],[0.16],[1],[0],[0],[1.1243425998836756],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
38,0,38,[0.29875],[0.11625],[1],[0],[0],[0.8615904999896884],['target'],38,0,38,0,62.930677300086245,,,,,10,62.90352940000594,62.930677300086245,62.930677300086245,0.03697520005516708,63.76551950001158,[0.29875],[0.11625],[1],[0],[0],[0.8615904999896884],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
39,0,39,[0.26875],[-0.37375],[1],[0],[0],[0.9400421001482755],[None],39,0,39,0,63.80541110015474,,,,,10,63.78986350004561,63.80541110015474,63.80541110015474,0.024087500059977174,64.73022769996896,[0.26875],[-0.37375],[1],[0],[0],[0.9400421001482755],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
40,0,40,[0.14],[0.22],[1],[0],[0],[0.8835662000346929],['target'],40,0,40,0,64.76068240008317,,,,,5,64.74540650006384,64.76068240008317,64.76068240008317,0.014972200151532888,65.62943079997785,[0.14],[0.22],[1],[0],[0],[0.8835662000346929],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
41,0,41,[0.42875],[0.1375],[1],[0],[0],[0.9419484999962151],['target'],41,0,41,0,65.66628820006736,,,,,10,65.6532716001384,65.66628820006736,65.66628820006736,0.02371139987371862,66.5956421000883,[0.42875],[0.1375],[1],[0],[0],[0.9419484999962151],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
42,0,42,[0.435],[-0.42375],[1],[0],[0],[2.0729324999265373],['target'],42,0,42,0,66.63503570016474,,,,,10,66.62179490015842,66.63503570016474,66.63503570016474,0.025935000041499734,68.69509860011749,[0.435],[-0.42375],[1],[0],[0],[2.0729324999265373],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
43,0,43,[-0.1275],[-0.35625],[1],[0],[0],[1.6673635998740792],['target'],43,0,43,0,68.72584470012225,,,,,5,68.70961490017362,68.72584470012225,68.72584470012225,0.014317500172182918,70.37735810014419,[-0.1275],[-0.35625],[1],[0],[0],[1.6673635998740792],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
44,0,44,[0.32625],[0.14875],[1],[0],[0],[1.2559213999193162],['target'],44,0,44,0,70.41783290007152,,,,,10,70.40382859995589,70.41783290007152,70.41783290007152,0.02631980017758906,71.66012140014209,[0.32625],[0.14875],[1],[0],[0],[1.2559213999193162],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
45,0,45,[0.29125],[0.15625],[1],[0],[0],[1.170462999958545],[None],45,0,45,0,71.6913139000535,,,,,5,71.67258560005575,71.6913139000535,71.6913139000535,0.01231909985654056,72.84343090001494,[0.29125],[0.15625],[1],[0],[0],[1.170462999958545],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
46,0,46,[-0.4275],[-0.1925],[1],[0],[0],[1.2173510000575334],['target'],46,0,46,0,72.87388530001044,,,,,5,72.85820210003294,72.87388530001044,72.87388530001044,0.014614799991250038,74.07591270003468,[-0.4275],[-0.1925],[1],[0],[0],[1.2173510000575334],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
47,0,47,[0.43375],[0.39625],[1],[0],[0],[1.3713237000629306],['target'],47,0,47,0,74.10755009995773,,,,,5,74.08763990015723,74.10755009995773,74.10755009995773,0.011598800076171756,75.4593189000152,[0.43375],[0.39625],[1],[0],[0],[1.3713237000629306],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
48,0,48,[0.265],[-0.17125],[1],[0],[0],[3.088142299791798],[None],48,0,48,0,75.4976029000245,,,,,10,75.48458790010773,75.4976029000245,75.4976029000245,0.025088799884542823,78.57308770017698,[0.265],[-0.17125],[1],[0],[0],[3.088142299791798],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
49,0,49,[0.36875],[0.3975],[1],[0],[0],[1.5575077999383211],[None],49,0,49,0,78.61127660004422,,,,,10,78.59779480006546,78.61127660004422,78.61127660004422,0.024533000076189637,80.15566779999062,[0.36875],[0.3975],[1],[0],[0],[1.5575077999383211],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
50,0,50,[-0.215],[0.17625],[1],[0],[0],[0.873036399949342],[None],50,0,50,0,80.19416379998438,,,,,10,80.1822391001042,80.19416379998438,80.19416379998438,0.026426800061017275,81.05565430014394,[-0.215],[0.17625],[1],[0],[0],[0.873036399949342],[None],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
51,0,51,[0.37],[0.19125],[1],[0],[0],[1.0218873000703752],['target'],51,0,51,0,81.09655520017259,,,,,10,81.08305190014653,81.09655520017259,81.09655520017259,0.027253600070253015,82.1053071001079,[0.37],[0.19125],[1],[0],[0],[1.0218873000703752],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
52,0,52,[0.425],[0.12],[1],[0],[0],[1.590137799968943],['target'],52,0,52,0,82.14323469996452,,,,,10,82.13071670010686,82.14323469996452,82.14323469996452,0.02520899986848235,83.72122970013879,[0.425],[0.12],[1],[0],[0],[1.590137799968943],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
53,0,53,[-0.185],[-0.29],[1],[0],[0],[1.358292699791491],['target'],53,0,53,0,83.75711070001125,,,,,10,83.74509109999053,83.75711070001125,83.75711070001125,0.023675299948081374,85.10378310014494,[-0.185],[-0.29],[1],[0],[0],[1.358292699791491],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
54,0,54,[-0.35875],[-0.18125],[1],[0],[0],[1.5567538000177592],['target'],54,0,54,0,85.1421008000616,,,,,10,85.12917309999466,85.1421008000616,85.1421008000616,0.02519699977710843,86.68630159995519,[-0.35875],[-0.18125],[1],[0],[0],[1.5567538000177592],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
55,0,55,[-0.46125],[-0.235],[1],[0],[0],[1.3896202000323683],['target'],55,0,55,0,86.71737850015052,,,,,5,86.69887980003841,86.71737850015052,86.71737850015052,0.012436999939382076,88.08889800007455,[-0.46125],[-0.235],[1],[0],[0],[1.3896202000323683],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
56,0,56,[0.0575],[-0.26625],[1],[0],[0],[1.8359809999819845],['target'],56,0,56,0,88.12904330017045,,,,,10,88.11525290017016,88.12904330017045,88.12904330017045,0.026202599983662367,89.95158979995176,[0.0575],[-0.26625],[1],[0],[0],[1.8359809999819845],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
57,0,57,[-0.1275],[0.3025],[1],[0],[0],[1.8038339000195265],['target'],57,0,57,0,89.98262530006468,,,,,5,89.9631851001177,89.98262530006468,89.98262530006468,0.01145130000077188,91.76742890011519,[-0.1275],[0.3025],[1],[0],[0],[1.8038339000195265],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
58,0,58,[0.13375],[0.01375],[1],[0],[0],[2.10540290013887],['target'],58,0,58,0,91.80618440010585,,,,,10,91.79411320015788,91.80618440010585,91.80618440010585,0.02654019999317825,93.89986150013283,[0.13375],[0.01375],[1],[0],[0],[2.10540290013887],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
59,0,59,[0.07375],[0.01125],[1],[0],[0],[1.2408928000368178],['target'],59,0,59,0,93.93769520008937,,,,,10,93.92494729999453,93.93769520008937,93.93769520008937,0.024863700149580836,95.16616900009103,[0.07375],[0.01125],[1],[0],[0],[1.2408928000368178],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
60,0,60,[0.32375],[-0.48375],[1],[0],[0],[2.1396325998939574],['target'],60,0,60,0,95.20512960013002,,,,,10,95.19192300015129,95.20512960013002,95.20512960013002,0.02562729991041124,97.33189680008218,[0.32375],[-0.48375],[1],[0],[0],[2.1396325998939574],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
61,0,61,[0.315],[0.31875],[1],[0],[0],[1.6034943000413477],['target'],61,0,61,0,97.36331190005876,,,,,5,97.34457210008986,97.36331190005876,97.36331190005876,0.012535999994724989,98.94848609995097,[0.315],[0.31875],[1],[0],[0],[1.6034943000413477],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
62,0,62,[0.3525],[0.04875],[1],[0],[0],[1.466616600053385],['target'],62,0,62,0,98.97935610008426,,,,,5,98.96344710001722,98.97935610008426,98.97935610008426,0.014793800190091133,100.43040219997056,[0.3525],[0.04875],[1],[0],[0],[1.466616600053385],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
63,0,63,[0.16375],[0.33],[1],[0],[0],[1.3698519000317901],['target'],63,0,63,0,100.46183490008116,,,,,5,100.44280380010605,100.46183490008116,100.46183490008116,0.012288200203329325,101.81294530001469,[0.16375],[0.33],[1],[0],[0],[1.3698519000317901],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
64,0,64,[0.18125],[-0.105],[1],[0],[0],[2.3866584000643343],['target'],64,0,64,0,101.84496979997493,,,,,5,101.8250784999691,101.84496979997493,101.84496979997493,0.012010900070890784,104.2122023999691,[0.18125],[-0.105],[1],[0],[0],[2.3866584000643343],['target'],003nutan,2024-10-04_11h37.02.739,visualsearchtask,2024.2.1,59.73362392143045,2024-10-04 11h37.16.585010 +0530,
