17.2226 	INFO 	Loaded monitor calibration from ['2024_08_08 19:17']
17.5541 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000142070C2580>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000142070C2520>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000142070C2370>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001420717E9A0>, multiSample=False, name='window1', numSamples=2, pos=[320.0, 200.0], screen=0, size=array([1280,  800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.5542 	EXP 	window1: backgroundImage = ''
17.5543 	EXP 	window1: backgroundFit = 'none'
17.5546 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000142070C26A0>
17.5548 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000142070C26A0>
17.5584 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000142070C26A0>
17.5592 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000142070C26A0>
17.6484 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000142070C26A0>
17.6486 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000142070C26A0>
17.6495 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000142070C26A0>
17.6502 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000142070C26A0>
17.6679 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
17.6679 	EXP 	window1: recordFrameIntervals = False
17.8521 	EXP 	window1: recordFrameIntervals = True
18.0352 	EXP 	Screen (0) actual frame rate measured at 59.94Hz
18.0353 	EXP 	window1: recordFrameIntervals = False
18.0354 	EXP 	window1: mouseVisible = True
18.0794 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
21.8498 	INFO 	keyboard.Keyboard is using iohub backend.
21.8498 	EXP 	visualsearchtask: status = STARTED
21.8502 	EXP 	window1: mouseVisible = True
