9.1131 	INFO 	Loaded monitor calibration from ['2024_08_08 19:17']
9.4099 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020B56723460>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020B56723400>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020B56723250>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020B567F0970>, multiSample=False, name='window1', numSamples=2, pos=[320.0, 200.0], screen=0, size=array([1280,  800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.4100 	EXP 	window1: backgroundImage = ''
9.4100 	EXP 	window1: backgroundFit = 'none'
9.4103 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020B56723580>
9.4104 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020B56723580>
9.4147 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020B56723580>
9.4156 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020B56723580>
9.4863 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020B56723580>
9.4864 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020B56723580>
9.4872 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020B56723580>
9.4880 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020B56723580>
9.5047 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.5048 	EXP 	window1: recordFrameIntervals = False
9.6811 	EXP 	window1: recordFrameIntervals = True
9.8641 	EXP 	Screen (0) actual frame rate measured at 60.52Hz
9.8642 	EXP 	window1: recordFrameIntervals = False
9.8642 	EXP 	window1: mouseVisible = True
9.9040 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
13.7690 	INFO 	keyboard.Keyboard is using iohub backend.
13.7690 	INFO 	keyboard.Keyboard is using iohub backend.
13.7691 	EXP 	delaydiscounting: status = STARTED
13.7693 	EXP 	window1: mouseVisible = True
13.7748 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
13.7751 	EXP 	window1: mouseVisible = True
13.8114 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0233 	EXP 	Imported C:/Users/User/Desktop/AU/SEM5/PSY310/discounting.xlsx as conditions, 7 conditions, 3 params
0.0261 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'reward_today': 67, 'future_reward': 75, 'delay': 119, 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0997 	EXP 	text: height = 0.05
0.0997 	EXP 	text: height = 0.05
0.0997 	EXP 	text: height = 0.05
0.0997 	EXP 	text: text = 'GBP 67 today or GBP 75 after 119 days'
0.0997 	EXP 	fixation: autoDraw = True
1.0162 	INFO 	Keyboard events cleared
1.0158 	EXP 	text: autoDraw = True
1.0990 	EXP 	fixation: autoDraw = False
5.3736 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'reward_today': 27, 'future_reward': 50, 'delay': 21, 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
5.3811 	DATA 	Keypress: t
5.3969 	EXP 	fixation: autoDraw = False
5.3969 	EXP 	text: autoDraw = False
5.3969 	EXP 	text: height = 0.05
5.3969 	EXP 	text: height = 0.05
5.3969 	EXP 	text: height = 0.05
5.3969 	EXP 	text: text = 'GBP 27 today or GBP 50 after 21 days'
5.3969 	EXP 	fixation: autoDraw = True
6.3809 	INFO 	Keyboard events cleared
6.3805 	EXP 	text: autoDraw = True
6.3970 	EXP 	fixation: autoDraw = False
8.0807 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'reward_today': 15, 'future_reward': 35, 'delay': 13, 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
8.0863 	DATA 	Keypress: l
8.0970 	EXP 	fixation: autoDraw = False
8.0970 	EXP 	text: autoDraw = False
8.0970 	EXP 	text: height = 0.05
8.0970 	EXP 	text: height = 0.05
8.0970 	EXP 	text: height = 0.05
8.0970 	EXP 	text: text = 'GBP 15 today or GBP 35 after 13 days'
8.0970 	EXP 	fixation: autoDraw = True
9.0971 	INFO 	Keyboard events cleared
9.0967 	EXP 	fixation: autoDraw = False
9.0967 	EXP 	text: autoDraw = True
10.8301 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'reward_today': 40, 'future_reward': 55, 'delay': 62, 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
10.8359 	DATA 	Keypress: l
10.8449 	EXP 	fixation: autoDraw = False
10.8449 	EXP 	text: autoDraw = False
10.8449 	EXP 	text: height = 0.05
10.8449 	EXP 	text: height = 0.05
10.8449 	EXP 	text: height = 0.05
10.8449 	EXP 	text: text = 'GBP 40 today or GBP 55 after 62 days'
10.8449 	EXP 	fixation: autoDraw = True
11.8654 	INFO 	Keyboard events cleared
11.8650 	EXP 	fixation: autoDraw = False
11.8650 	EXP 	text: autoDraw = True
14.4614 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'reward_today': 49, 'future_reward': 60, 'delay': 89, 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
14.4668 	DATA 	Keypress: t
14.4765 	EXP 	fixation: autoDraw = False
14.4765 	EXP 	text: autoDraw = False
14.4765 	EXP 	text: height = 0.05
14.4765 	EXP 	text: height = 0.05
14.4765 	EXP 	text: height = 0.05
14.4765 	EXP 	text: text = 'GBP 49 today or GBP 60 after 89 days'
14.4765 	EXP 	fixation: autoDraw = True
15.4768 	INFO 	Keyboard events cleared
15.4765 	EXP 	fixation: autoDraw = False
15.4765 	EXP 	text: autoDraw = True
17.4942 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'reward_today': 78, 'future_reward': 80, 'delay': 162, 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
17.4981 	DATA 	Keypress: l
17.5092 	EXP 	fixation: autoDraw = False
17.5092 	EXP 	text: autoDraw = False
17.5092 	EXP 	text: height = 0.05
17.5092 	EXP 	text: height = 0.05
17.5092 	EXP 	text: height = 0.05
17.5092 	EXP 	text: text = 'GBP 78 today or GBP 80 after 162 days'
17.5092 	EXP 	fixation: autoDraw = True
18.4925 	INFO 	Keyboard events cleared
18.4921 	EXP 	text: autoDraw = True
18.5091 	EXP 	fixation: autoDraw = False
19.5267 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'reward_today': 11, 'future_reward': 30, 'delay': 7, 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
19.5307 	DATA 	Keypress: t
19.5416 	EXP 	fixation: autoDraw = False
19.5416 	EXP 	text: autoDraw = False
19.5416 	EXP 	text: height = 0.05
19.5416 	EXP 	text: height = 0.05
19.5416 	EXP 	text: height = 0.05
19.5416 	EXP 	text: text = 'GBP 11 today or GBP 30 after 7 days'
19.5416 	EXP 	fixation: autoDraw = True
20.5413 	INFO 	Keyboard events cleared
20.5410 	EXP 	fixation: autoDraw = False
20.5410 	EXP 	text: autoDraw = True
