word,category,thisN,thisTrialN,thisRepN,textbox.text,button_2.numClicks,button_2.timesOn,button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,phase1.started,instruction1.started,key_resp_2.started,phase1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,semantic_processing.started,fixation.started,textbox.started,button_2.started,fixation.stopped,semantic_processing.stopped,trials.textbox.text,trials.button_2.numClicks,trials.button_2.timesOn,trials.button_2.timesOff,phase2.started,instruction2.started,key_resp.started,phase2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,recalltest.started,textbox_2.started,button.started,recalltest.stopped,textbox_2.text,button.numClicks,button.timesOn,button.timesOff,thankyou.started,thankyoutext.started,thankyou.stopped,participant,age,school,sex,condition,date,expName,psychopyVersion,frameRate,expStart,
grilling,verb,9,9,0,verb,1,[2.6994167000002562],[2.6994242999999187],0,9,9,17,32.14119389999996,,,,,,,,,32.12869249999949,32.14119389999996,33.14054179999948,33.14054179999948,33.14054179999948,35.8406430999994,verb,1,[2.6994167000002562],[2.6994242999999187],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
ice tray,noun,10,10,0,noun,1,[4.282305300000189],[4.282315200000085],0,10,10,10,35.856084799999735,,,,,,,,,35.843352899999445,35.856084799999735,36.85558309999942,36.85558309999942,36.85558309999942,41.13846999999987,noun,1,[4.282305300000189],[4.282315200000085],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
bottle opener,noun,11,11,0,noun,1,[2.616771400000289],[2.616780899999867],0,11,11,8,41.15428089999932,,,,,,,,,41.141323299999385,41.15428089999932,42.153431400000045,42.153431400000045,42.153431400000045,44.77082999999948,noun,1,[2.616771400000289],[2.616780899999867],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
cooker,noun,12,12,0,noun,1,[2.6658075999994253],[2.665815099999236],0,12,12,3,44.78553169999941,,,,,,,,,44.77449139999953,44.78553169999941,45.7852726000001,45.7852726000001,45.7852726000001,48.45177269999931,noun,1,[2.6658075999994253],[2.665815099999236],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
blending,verb,13,13,0,verb,1,[3.3130927000001975],[3.313101800000368],0,13,13,13,48.46779609999976,,,,,,,,,48.45423119999941,48.46779609999976,49.46767819999968,49.46767819999968,49.46767819999968,52.78152760000012,verb,1,[3.3130927000001975],[3.313101800000368],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
boiling,verb,14,14,0,verb,1,[2.4330602],[2.4330722000004243],0,14,14,14,52.79732729999978,,,,,,,,,52.78411899999992,52.79732729999978,53.79659139999967,53.79659139999967,53.79659139999967,56.230314699999326,verb,1,[2.4330602],[2.4330722000004243],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
peeling,verb,15,15,0,verb,1,[2.3663385999998354],[2.366348300000027],0,15,15,19,56.24588739999945,,,,,,,,,56.232616499999494,56.24588739999945,57.24511910000001,57.24511910000001,57.24511910000001,59.61232159999963,verb,1,[2.3663385999998354],[2.366348300000027],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
rolling pin,noun,16,16,0,noun,1,[2.4325356999997894],[2.432543099999748],0,16,16,6,59.62740140000005,,,,,,,,,59.61594569999943,59.62740140000005,60.62751479999952,60.62751479999952,60.62751479999952,63.06063339999946,noun,1,[2.4325356999997894],[2.432543099999748],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
refrigerator,noun,17,17,0,noun,1,[2.2827843999994],[2.2827932999998666],0,17,17,1,63.0762193999999,,,,,,,,,63.0638928999997,63.0762193999999,64.07567469999958,64.07567469999958,64.07567469999958,66.3591080999995,noun,1,[2.2827843999994],[2.2827932999998666],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
jar,noun,18,18,0,noun,1,[2.283015400000295],[2.2830261999997674],0,18,18,4,66.37448159999985,,,,,,,,,66.3631349999996,66.37448159999985,67.35771329999989,67.35771329999989,67.37419469999986,69.6413681999993,noun,1,[2.283015400000295],[2.2830261999997674],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
chopping,verb,19,19,0,verb,1,[2.1818843000000925],[2.1818955999997343],0,19,19,12,69.65674630000012,,,,,,,,,69.64391999999953,69.65674630000012,70.65742749999936,70.65742749999936,70.65742749999936,72.84006709999994,verb,1,[2.1818843000000925],[2.1818955999997343],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
knife,noun,20,20,0,noun,1,[2.5493901999998343],[2.549399099999391],0,20,20,5,72.8555467999995,,,,,,,,,72.84299869999995,72.8555467999995,73.85447759999988,73.85447759999988,73.85447759999988,76.40464789999987,noun,1,[2.5493901999998343],[2.549399099999391],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
grinding,verb,21,21,0,verb,1,[2.1487293999998656],[2.1487380999997185],0,21,21,23,76.42080279999936,,,,,,,,,76.40715969999928,76.42080279999936,77.40374689999953,77.40374689999953,77.42079120000017,79.55322679999972,verb,1,[2.1487293999998656],[2.1487380999997185],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
stove,noun,22,22,0,noun,1,[2.18345379999937],[2.1834625999999844],0,22,22,0,79.56885789999978,,,,,,,,,79.55580989999999,79.56885789999978,80.56851769999957,80.56851769999957,80.56851769999957,82.75267540000004,noun,1,[2.18345379999937],[2.1834625999999844],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
fruit basket,noun,23,23,0,noun,1,[2.4489676000002873],[2.4489775000001828],0,23,23,11,82.76764329999969,,,,,,,,,82.75710249999975,82.76764329999969,83.7675233,83.7675233,83.7675233,86.21715839999979,noun,1,[2.4489676000002873],[2.4489775000001828],,,,,,,,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.21732689999953,86.23304860000007,86.23304860000007,89.3833040999998,space,3.1376446999993277,None,,,,,,,,,,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.38487780000014,89.39795589999994,89.39795589999994,130.29852019999998," mashing, grinding, peeling, fruit basket, dish soap, boiling, stove, refrigerator, cooker, blending, chopping, baking",1,[40.8997546999999],[40.899763399999756],,,,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.29865400000017,130.31382849999954,133.31370369999968,829483,20,,,,2024-11-23_14h23.14.544,labsoloproject,2024.2.1,60.61517124987193,2024-11-23 14h23.31.019269 +0530,
