word,category,thisN,thisTrialN,thisRepN,textbox.text,button_2.numClicks,button_2.timesOn,button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,phase1.started,instruction1.started,key_resp_2.started,phase1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,semantic_processing.started,fixation.started,textbox.started,button_2.started,fixation.stopped,semantic_processing.stopped,trials.textbox.text,trials.button_2.numClicks,trials.button_2.timesOn,trials.button_2.timesOff,phase2.started,instruction2.started,key_resp.started,phase2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,recalltest.started,textbox_2.started,button.started,recalltest.stopped,textbox_2.text,button.numClicks,button.timesOn,button.timesOff,thankyou.started,thankyoutext.started,thankyou.stopped,participant,age,school,sex,condition,date,expName,psychopyVersion,frameRate,expStart,
peeling,verb,9,9,0,verb,1,[1.9489852000260726],[1.9489953000156675],0,9,9,19,30.9260510999884,,,,,,,,,30.913533000013558,30.9260510999884,31.926611100003356,31.926611100003356,31.926611100003356,33.87620319999405,verb,1,[1.9489852000260726],[1.9489953000156675],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
dish soap,noun,10,10,0,noun,1,[2.2493963000015356],[2.2494043999759015],0,10,10,9,33.891574100009166,,,,,,,,,33.879938400001265,33.891574100009166,34.89118010000675,34.89118010000675,34.89118010000675,37.141268600011244,noun,1,[2.2493963000015356],[2.2494043999759015],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
stove,noun,11,11,0,noun,1,[2.2320792000100482],[2.2320865000074264],0,11,11,0,37.15681620000396,,,,,,,,,37.14380240000901,37.15681620000396,38.15693610001472,38.15693610001472,38.15693610001472,40.389708500006236,noun,1,[2.2320792000100482],[2.2320865000074264],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
cooker,noun,12,12,0,noun,1,[2.1157743000076152],[2.115783299988834],0,12,12,3,40.4056438000116,,,,,,,,,40.392593399999896,40.4056438000116,41.40551899999264,41.40551899999264,41.40551899999264,43.52204770001117,noun,1,[2.1157743000076152],[2.115783299988834],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
grating,verb,13,13,0,verb,1,[2.115745399991283],[2.1157606999913696],0,13,13,20,43.53743039999972,,,,,,,,,43.52443580000545,43.53743039999972,44.53728859999683,44.53728859999683,44.53728859999683,46.65383620001376,verb,1,[2.115745399991283],[2.1157606999913696],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
refrigerator,noun,14,14,0,noun,1,[2.1840637999994215],[2.184071900002891],0,14,14,1,46.66941649999353,,,,,,,,,46.65663620000123,46.66941649999353,47.66910490000737,47.66910490000737,47.66910490000737,49.85381440000492,noun,1,[2.1840637999994215],[2.184071900002891],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
rolling pin,noun,15,15,0,noun,1,[2.215814399998635],[2.215822999976808],0,15,15,6,49.868080399988685,,,,,,,,,49.856541799992556,49.868080399988685,50.867792700009886,50.867792700009886,50.867792700009886,53.08434309999575,noun,1,[2.215814399998635],[2.215822999976808],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
ice tray,noun,16,16,0,noun,1,[2.049703700002283],[2.0497165999840945],0,16,16,10,53.09982709999895,,,,,,,,,53.08691800001543,53.09982709999895,54.09976060001645,54.09976060001645,54.09976060001645,56.150125699990895,noun,1,[2.049703700002283],[2.0497165999840945],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
grinding,verb,17,17,0,verb,1,[2.083097499998985],[2.0831050999986473],0,17,17,23,56.16519289999269,,,,,,,,,56.15298750001239,56.16519289999269,57.164958900015336,57.164958900015336,57.164958900015336,59.248733799991896,verb,1,[2.083097499998985],[2.0831050999986473],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
boiling,verb,18,18,0,verb,1,[2.01550639999914],[2.015514400001848],0,18,18,14,59.264076999999816,,,,,,,,,59.25173839999479,59.264076999999816,60.2641707000148,60.2641707000148,60.2641707000148,62.28050270001404,verb,1,[2.01550639999914],[2.015514400001848],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
grilling,verb,19,19,0,verb,1,[1.9668284000072163],[1.9668385999975726],0,19,19,17,62.29654949999531,,,,,,,,,62.28293950000079,62.29654949999531,63.29552039998816,63.29552039998816,63.29552039998816,65.26307029998861,verb,1,[1.9668284000072163],[1.9668385999975726],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
blending,verb,20,20,0,verb,1,[2.0492671000247356],[2.0492743000213522],0,20,20,13,65.27813640001114,,,,,,,,,65.2656713000033,65.27813640001114,66.27764949999982,66.27764949999982,66.27764949999982,68.32767329999479,verb,1,[2.0492671000247356],[2.0492743000213522],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
garnishing,verb,21,21,0,verb,1,[2.316270599985728],[2.316280500002904],0,21,21,21,68.34352080000099,,,,,,,,,68.33044479999808,68.34352080000099,69.34309860001667,69.34309860001667,69.34309860001667,71.65998769999715,verb,1,[2.316270599985728],[2.316280500002904],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
mashing,verb,22,22,0,verb,1,[2.3325309000210837],[2.332538500020746],0,22,22,22,71.67529730001115,,,,,,,,,71.66256269998848,71.67529730001115,72.675164699991,72.675164699991,72.675164699991,75.00828360000742,verb,1,[2.3325309000210837],[2.332538500020746],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
bottle opener,noun,23,23,0,noun,1,[2.6158602999930736],[2.615870099980384],0,23,23,8,75.02382050000597,,,,,,,,,75.0110263999959,75.02382050000597,76.02372269998887,76.02372269998887,76.02372269998887,78.6402483000129,noun,1,[2.6158602999930736],[2.615870099980384],,,,,,,,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.64049700001488,78.6559583999915,78.6559583999915,84.93745649998891,space,6.279230100015411,None,,,,,,,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.93901649999316,84.95279549999395,84.95279549999395,174.94793900000514," refrigerator, jar, garbage bin, rolling pin, knife, microwave, stove, cooker, boiling, peeling",0,,,,,,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.94802710000658,174.96457509999163,177.94597470000735,264827,20,,,,2024-11-25_06h50.56.602,labsoloproject,2024.2.1,59.91672773246677,2024-11-25 06h51.18.278809 +0530,
