16.6289 	INFO 	Loaded monitor calibration from ['2024_08_08 19:17']
16.6443 	WARNING 	User requested fullscreen with size [1280  800], but screen is actually [1920, 1200]. Using actual size
16.8874 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002059CB31400>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002059CB313A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002059CB311F0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002059CCAFBE0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1200]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.8875 	EXP 	window1: backgroundImage = ''
16.8875 	EXP 	window1: backgroundFit = 'none'
16.8880 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002059CB31520>
16.8883 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002059CB31520>
16.8922 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002059CB31520>
16.8934 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002059CB31520>
16.9823 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002059CB31520>
16.9825 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002059CB31520>
16.9834 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002059CB31520>
16.9841 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002059CB31520>
17.0067 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
17.0067 	EXP 	window1: recordFrameIntervals = False
17.2813 	EXP 	window1: recordFrameIntervals = True
17.4648 	EXP 	Screen (0) actual frame rate measured at 60.41Hz
17.4648 	EXP 	window1: recordFrameIntervals = False
17.4649 	EXP 	window1: mouseVisible = True
21.0998 	INFO 	keyboard.Keyboard is using iohub backend.
21.0998 	INFO 	keyboard.Keyboard is using iohub backend.
21.0999 	INFO 	keyboard.Keyboard is using iohub backend.
21.0999 	EXP 	labsoloproject: status = STARTED
21.1002 	EXP 	window1: mouseVisible = True
21.1880 	EXP 	Created instruction1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instruction1', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
21.1882 	EXP 	window1: mouseVisible = True
21.1926 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
21.1927 	EXP 	window1: mouseVisible = True
21.1936 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
21.1939 	EXP 	window1: mouseVisible = True
21.1941 	EXP 	window1: mouseVisible = True
21.1948 	EXP 	window1: mouseVisible = True
21.1955 	EXP 	window1: mouseVisible = True
21.2011 	EXP 	window1: mouseVisible = True
21.2012 	EXP 	window1: mouseVisible = True
21.2020 	EXP 	window1: mouseVisible = True
21.2027 	EXP 	window1: mouseVisible = True
21.2503 	EXP 	window1: mouseVisible = True
21.2505 	EXP 	window1: mouseVisible = True
21.2512 	EXP 	window1: mouseVisible = True
21.2519 	EXP 	window1: mouseVisible = True
21.2873 	EXP 	window1: mouseVisible = True
21.2874 	EXP 	window1: mouseVisible = True
21.2882 	EXP 	window1: mouseVisible = True
